condition,auc,eer,eer_threshold,pairs,genuine_pairs,impostor_pairs
cross_same_same,0.8985229276895943,0.15634920634920635,0.11277379542589187,1296,36,1260
cross_same_variable,0.8590608465608466,0.2222222222222222,0.08422920428789579,1296,36,1260
cross_variable_same,0.7643077601410935,0.30238095238095236,0.054922026715108326,1296,36,1260
cross_variable_variable,0.8503306878306878,0.22698412698412698,0.09249487348965237,1296,36,1260
