epoch,batch,batch_size,base_loss,arabic_metric_loss,cross_metric_loss,gradient_norm_before_clip,gradient_clipping_activated
7,1,8,0.24185247719287872,0.09366342425346375,0.14818905293941498,0.27980080246925354,False
7,2,8,0.26488953828811646,0.11542795598506927,0.149461567401886,0.25302189588546753,False
7,3,8,0.31282758712768555,0.13042639195919037,0.18240118026733398,0.5088490843772888,False
7,4,8,0.2677541673183441,0.09421707689762115,0.17353709042072296,0.1827823966741562,False
7,5,8,0.23132747411727905,0.09331738948822021,0.13801008462905884,0.3038412034511566,False
7,6,8,0.28732776641845703,0.11657185852527618,0.17075592279434204,0.43357929587364197,False
7,7,8,0.24610678851604462,0.09583203494548798,0.15027475357055664,0.35534992814064026,False
7,8,8,0.26538628339767456,0.09458401799201965,0.1708022654056549,0.2676199674606323,False
7,9,8,0.2732534408569336,0.11138631403446198,0.16186712682247162,0.42944326996803284,False
7,10,8,0.32368308305740356,0.15321789681911469,0.17046517133712769,0.17923210561275482,False
7,11,8,0.2769624888896942,0.11794010549783707,0.15902239084243774,0.25466668605804443,False
7,12,8,0.26041966676712036,0.10470452159643173,0.15571513772010803,0.37163522839546204,False
7,13,8,0.23767176270484924,0.10462162643671036,0.13305014371871948,0.3586207330226898,False
7,14,8,0.25611868500709534,0.10857275128364563,0.1475459337234497,0.2879701554775238,False
7,15,8,0.2632540464401245,0.11060759425163269,0.15264645218849182,0.279834121465683,False
7,16,8,0.2507476210594177,0.11261056363582611,0.1381370574235916,0.4353589415550232,False
7,17,8,0.25319957733154297,0.09917357563972473,0.15402600169181824,0.16143222153186798,False
7,18,9,0.2912434935569763,0.11843311786651611,0.172810360789299,0.4686150848865509,False
