epoch,batch,batch_size,base_loss,arabic_metric_loss,cross_metric_loss,gradient_norm_before_clip,gradient_clipping_activated
1,1,8,0.45000821352005005,0.21952931582927704,0.2304789125919342,0.18966343998908997,False
1,2,8,0.46417608857154846,0.22968560457229614,0.23449048399925232,0.15345031023025513,False
1,3,8,0.4203244149684906,0.20269235968589783,0.21763205528259277,0.3134656846523285,False
1,4,8,0.47461363673210144,0.21294304728507996,0.2616705894470215,0.30995261669158936,False
1,5,8,0.4082469046115875,0.16994747519493103,0.2382994294166565,0.32324498891830444,False
1,6,8,0.3933908939361572,0.1746644377708435,0.21872644126415253,0.17848356068134308,False
1,7,8,0.41410398483276367,0.1960049867630005,0.21809899806976318,0.15772658586502075,False
1,8,8,0.4509182572364807,0.21733525395393372,0.233583003282547,0.19365178048610687,False
1,9,8,0.3582296073436737,0.16873693466186523,0.18949267268180847,0.30725422501564026,False
1,10,8,0.4215877652168274,0.2088855654001236,0.2127021849155426,0.19392140209674835,False
1,11,8,0.4060320258140564,0.19041870534420013,0.21561332046985626,0.19171859323978424,False
1,12,8,0.3794251084327698,0.17522113025188446,0.20420396327972412,0.34907928109169006,False
1,13,8,0.42417028546333313,0.19046685099601746,0.23370343446731567,0.2565053403377533,False
1,14,8,0.3515400290489197,0.1519007831811905,0.199639230966568,0.2956421971321106,False
1,15,8,0.3883786201477051,0.17400501668453217,0.2143736183643341,0.36923524737358093,False
1,16,8,0.42993319034576416,0.20156751573085785,0.2283656746149063,0.28186652064323425,False
1,17,8,0.3588971495628357,0.1684217005968094,0.1904754340648651,0.32834234833717346,False
1,18,9,0.34013015031814575,0.1485498994588852,0.19158026576042175,0.1727657914161682,False
