epoch,batch,batch_size,base_loss,arabic_metric_loss,cross_metric_loss,gradient_norm_before_clip,gradient_clipping_activated
7,1,8,0.25151917338371277,0.09810855239629745,0.15341061353683472,0.23535984754562378,False
7,2,8,0.26518386602401733,0.11776173114776611,0.14742213487625122,0.18480080366134644,False
7,3,8,0.31840386986732483,0.1361730694770813,0.18223080039024353,0.5209667682647705,False
7,4,8,0.2681313157081604,0.09895291924476624,0.16917839646339417,0.14420637488365173,False
7,5,8,0.23685042560100555,0.09465454518795013,0.14219588041305542,0.24185609817504883,False
7,6,8,0.2870110869407654,0.11472567915916443,0.17228540778160095,0.3902365565299988,False
7,7,8,0.25574347376823425,0.10325924307107925,0.1524842232465744,0.4201546311378479,False
7,8,8,0.28573077917099,0.10012409090995789,0.1856066733598709,0.3445775806903839,False
7,9,8,0.2755303382873535,0.11318285763263702,0.16234749555587769,0.46598467230796814,False
7,10,8,0.32271233201026917,0.15541833639144897,0.1672939956188202,0.2990221083164215,False
7,11,8,0.274789035320282,0.11567184329032898,0.1591172069311142,0.2855730652809143,False
7,12,8,0.2540462017059326,0.10253410041332245,0.15151208639144897,0.3504699170589447,False
7,13,8,0.23167933523654938,0.1010909229516983,0.13058841228485107,0.2682631313800812,False
7,14,8,0.26427263021469116,0.11684064567089081,0.14743199944496155,0.35755428671836853,False
7,15,8,0.2653117775917053,0.11236098408699036,0.15295080840587616,0.23072028160095215,False
7,16,8,0.264011412858963,0.12204443663358688,0.14196696877479553,0.5558136105537415,False
7,17,8,0.2619349956512451,0.10625730454921722,0.1556776762008667,0.24917972087860107,False
7,18,9,0.29724860191345215,0.1196742132306099,0.17757438123226166,0.37977081537246704,False
