epoch,batch,batch_size,base_loss,arabic_metric_loss,cross_metric_loss,gradient_norm_before_clip,gradient_clipping_activated
2,1,8,0.3768000602722168,0.17277641594409943,0.20402362942695618,0.3110016882419586,False
2,2,8,0.3912025988101959,0.16284573078155518,0.22835686802864075,0.5190740823745728,False
2,3,8,0.38530853390693665,0.17010027170181274,0.2152082622051239,0.29527172446250916,False
2,4,8,0.3654136657714844,0.16763508319854736,0.197778582572937,0.29252421855926514,False
2,5,8,0.38101792335510254,0.17704424262046814,0.2039736807346344,0.18239432573318481,False
2,6,8,0.32687753438949585,0.13618236780166626,0.1906951665878296,0.1849893182516098,False
2,7,8,0.36369994282722473,0.16376525163650513,0.1999346911907196,0.2406536489725113,False
2,8,8,0.2935924530029297,0.11969829350709915,0.17389416694641113,0.3049396276473999,False
2,9,8,0.34885281324386597,0.15865083038806915,0.19020196795463562,0.26657339930534363,False
2,10,8,0.3621785640716553,0.15970438718795776,0.2024741917848587,0.2200474888086319,False
2,11,8,0.29850471019744873,0.13528664410114288,0.16321805119514465,0.31059718132019043,False
2,12,8,0.35093116760253906,0.16047191619873047,0.1904592663049698,0.18303696811199188,False
2,13,8,0.37333187460899353,0.16766774654388428,0.20566412806510925,0.19007965922355652,False
2,14,8,0.3873560130596161,0.1864732801914215,0.20088273286819458,0.4339579939842224,False
2,15,8,0.340641051530838,0.14187049865722656,0.19877055287361145,0.29063525795936584,False
2,16,8,0.3432173728942871,0.14606720209121704,0.19715018570423126,0.2924419641494751,False
2,17,8,0.3182525634765625,0.13512927293777466,0.18312329053878784,0.2798573076725006,False
2,18,9,0.36572927236557007,0.14681097865104675,0.2189183086156845,0.20384110510349274,False
