training_seed,epoch,train_base_loss,train_arabic_metric_loss,train_cross_metric_loss,train_gradient_norm_mean,train_gradient_norm_max,train_gradient_clipping_events,selection_cross_macro_auc,selection_cross_macro_eer,selection_pooled_auc,selection_pooled_eer,checkpoint_selected,cross_same_same_auc,cross_same_same_eer,cross_same_variable_auc,cross_same_variable_eer,cross_variable_same_auc,cross_variable_same_eer,cross_variable_variable_auc,cross_variable_variable_eer
123,1,0.40602366129557294,0.18831990079747307,0.21770376298162672,0.25339169220791924,0.363383024930954,0,0.7478780864197532,0.3027777777777778,0.7480117394179894,0.3194444444444444,True,0.8154982363315696,0.19444444444444442,0.7714947089947091,0.29444444444444445,0.658046737213404,0.38888888888888884,0.7464726631393298,0.33333333333333337
123,2,0.3523958805534575,0.1542404873503579,0.19815539320309958,0.28209897958570057,0.4246092140674591,0,0.7605324074074074,0.30972222222222223,0.7604580026455027,0.29861111111111116,True,0.8140211640211641,0.24682539682539684,0.7936287477954145,0.2698412698412698,0.6664902998236332,0.38888888888888884,0.767989417989418,0.33333333333333337
123,3,0.3191550274689992,0.13597246673372057,0.18318255990743637,0.3234906411833233,0.5398020148277283,0,0.7866347001763668,0.2777777777777778,0.7873222552910053,0.2845238095238095,True,0.8297839506172839,0.25,0.820326278659612,0.25,0.7036596119929454,0.33333333333333337,0.7927689594356261,0.2777777777777778
123,4,0.3060422870847914,0.1288970559835434,0.17714523275693259,0.2796154734161165,0.4219527244567871,0,0.7893738977072309,0.27956349206349207,0.7900738536155202,0.271031746031746,True,0.8291887125220458,0.2611111111111111,0.82010582010582,0.25,0.7081349206349206,0.32936507936507936,0.8000661375661375,0.2777777777777778
123,5,0.29252591480811435,0.12054457142949104,0.17198134544822904,0.3387281803621186,0.5313408970832825,0,0.7976576278659612,0.2496031746031746,0.798714451058201,0.25376984126984126,True,0.8385582010582011,0.20555555555555555,0.8255731922398588,0.23253968253968255,0.7176587301587302,0.3055555555555556,0.8088403880070546,0.25476190476190474
123,6,0.2788077841202418,0.11428451206949022,0.16452327287859386,0.3212433060010274,0.5122564435005188,0,0.8128692680776014,0.2634920634920635,0.8127948633156967,0.2569444444444444,True,0.8461640211640211,0.24761904761904763,0.8372574955908288,0.24603174603174602,0.7393298059964727,0.3103174603174603,0.8287257495590828,0.25
123,7,0.26890140771865845,0.11012566710511844,0.15877573688824972,0.3411168100105392,0.5815332531929016,0,0.8217757936507937,0.2523809523809524,0.8220665233686066,0.25,True,0.86086860670194,0.20396825396825397,0.8395061728395061,0.25,0.7501763668430335,0.3055555555555556,0.8365520282186949,0.25
123,8,0.2638347993294398,0.10770595446228981,0.15612884735067686,0.331983079512914,0.695003092288971,0,0.8148864638447972,0.24623015873015874,0.815423831569665,0.24305555555555558,False,0.8507936507936509,0.2015873015873016,0.8306657848324515,0.2222222222222222,0.7450837742504408,0.3111111111111111,0.8330026455026455,0.25
123,9,0.2546057502428691,0.10155335772368643,0.1530523904495769,0.28337664819426006,0.41892722249031067,0,0.8342482363315697,0.23293650793650794,0.8342647707231041,0.23353174603174603,True,0.8613977072310406,0.21428571428571427,0.8473985890652557,0.21587301587301588,0.7710097001763668,0.2777777777777778,0.8571869488536156,0.22380952380952382
123,10,0.24897034466266632,0.09924115737279256,0.14972918646203148,0.28425266096989316,0.39450615644454956,0,0.8393077601410934,0.22738095238095238,0.839215443121693,0.22916666666666663,True,0.8695326278659612,0.19444444444444442,0.8476851851851852,0.2222222222222222,0.7784171075837744,0.2706349206349206,0.8615961199294533,0.2222222222222222
