epoch,batch,batch_size,base_loss,arabic_metric_loss,cross_metric_loss,gradient_norm_before_clip,gradient_clipping_activated
9,1,8,0.26217395067214966,0.09897461533546448,0.163199320435524,0.2159341424703598,False
9,2,8,0.24019959568977356,0.10390658676624298,0.13629300892353058,0.38450872898101807,False
9,3,8,0.23590964078903198,0.09129098057746887,0.1446186602115631,0.30102312564849854,False
9,4,8,0.270126074552536,0.10794882476329803,0.16217724978923798,0.29641586542129517,False
9,5,8,0.20342080295085907,0.07574798166751862,0.12767282128334045,0.3485076427459717,False
9,6,8,0.24395397305488586,0.09690059721469879,0.14705337584018707,0.36231228709220886,False
9,7,8,0.33202803134918213,0.15832871198654175,0.17369931936264038,0.34303611516952515,False
9,8,8,0.22921554744243622,0.09080912172794342,0.1384064257144928,0.18011340498924255,False
9,9,8,0.24465709924697876,0.1051645278930664,0.13949257135391235,0.18100161850452423,False
9,10,8,0.24841760098934174,0.09314720332622528,0.15527039766311646,0.24517430365085602,False
9,11,8,0.26169461011886597,0.10566900670528412,0.15602560341358185,0.379302978515625,False
9,12,8,0.27350860834121704,0.0974321961402893,0.17607639729976654,0.3691861927509308,False
9,13,8,0.2287161946296692,0.08928090333938599,0.1394352912902832,0.2956088185310364,False
9,14,8,0.2614569067955017,0.10491188615560532,0.1565450131893158,0.25828713178634644,False
9,15,8,0.2500171959400177,0.08425870537757874,0.16575849056243896,0.17902788519859314,False
9,16,8,0.2544974684715271,0.09990693628787994,0.15459054708480835,0.3001210689544678,False
9,17,8,0.26400962471961975,0.11206714063882828,0.15194249153137207,0.42550432682037354,False
9,18,9,0.2533857822418213,0.10900842398405075,0.14437735080718994,0.23522359132766724,False
