epoch,batch,batch_size,base_loss,arabic_metric_loss,cross_metric_loss,gradient_norm_before_clip,gradient_clipping_activated
5,1,8,0.33570486307144165,0.13996639847755432,0.19573844969272614,0.2653348445892334,False
5,2,8,0.317687451839447,0.11747848987579346,0.20020896196365356,0.2801196277141571,False
5,3,8,0.32273903489112854,0.149623841047287,0.17311519384384155,0.40878912806510925,False
5,4,8,0.2477056086063385,0.10504989326000214,0.14265571534633636,0.42226818203926086,False
5,5,8,0.2892400026321411,0.11480344831943512,0.174436554312706,0.3087872266769409,False
5,6,8,0.31684088706970215,0.10927993804216385,0.2075609415769577,0.5163173675537109,False
5,7,8,0.2515511214733124,0.09656041860580444,0.15499070286750793,0.37469545006752014,False
5,8,8,0.2807675302028656,0.11751946806907654,0.16324806213378906,0.2926025390625,False
5,9,8,0.30302709341049194,0.111646868288517,0.19138023257255554,0.21050196886062622,False
5,10,8,0.26567041873931885,0.11912067234516144,0.1465497612953186,0.26005950570106506,False
5,11,8,0.3269723355770111,0.13810275495052338,0.18886958062648773,0.31103718280792236,False
5,12,8,0.2681872248649597,0.11522585153579712,0.1529613733291626,0.20422478020191193,False
5,13,8,0.24524039030075073,0.10048560798168182,0.1447547823190689,0.3941897749900818,False
5,14,8,0.3008148670196533,0.1429787278175354,0.15783613920211792,0.3357844352722168,False
5,15,8,0.3327287435531616,0.14197185635566711,0.1907568722963333,0.19198083877563477,False
5,16,8,0.2921324074268341,0.11809062957763672,0.1740417778491974,0.17461702227592468,False
5,17,8,0.2700635492801666,0.11075734347105026,0.15930619835853577,0.24635671079158783,False
5,18,9,0.35391896963119507,0.1631644368171692,0.19075454771518707,0.2919728457927704,False
