epoch,batch,batch_size,base_loss,arabic_metric_loss,cross_metric_loss,gradient_norm_before_clip,gradient_clipping_activated
4,1,8,0.29276371002197266,0.12201911211013794,0.17074459791183472,0.3373401463031769,False
4,2,8,0.3298596143722534,0.13004319369792938,0.19981640577316284,0.37040236592292786,False
4,3,8,0.3225592374801636,0.13769975304603577,0.184859499335289,0.24678124487400055,False
4,4,8,0.3552967309951782,0.13666602969169617,0.21863070130348206,0.3050136864185333,False
4,5,8,0.2814617156982422,0.11492376029491425,0.16653795540332794,0.3896162807941437,False
4,6,8,0.28195226192474365,0.12390264868736267,0.15804962813854218,0.24795442819595337,False
4,7,8,0.32913026213645935,0.14329415559768677,0.18583610653877258,0.19381599128246307,False
4,8,8,0.36056745052337646,0.16737580299377441,0.19319164752960205,0.19658410549163818,False
4,9,8,0.292633980512619,0.1333867907524109,0.15924718976020813,0.4219527244567871,False
4,10,8,0.23455393314361572,0.09837257117033005,0.13618136942386627,0.29885703325271606,False
4,11,8,0.39451277256011963,0.18862757086753845,0.20588520169258118,0.24808542430400848,False
4,12,8,0.26834484934806824,0.1182531863451004,0.15009166300296783,0.24480895698070526,False
4,13,8,0.29555457830429077,0.11670093238353729,0.17885363101959229,0.14523613452911377,False
4,14,8,0.25686222314834595,0.10008116066455841,0.15678107738494873,0.2204168736934662,False
4,15,8,0.2991945445537567,0.11478013545274734,0.18441441655158997,0.41015785932540894,False
4,16,8,0.29353684186935425,0.11392168700695038,0.17961513996124268,0.3163464367389679,False
4,17,8,0.3231099247932434,0.12550099194049835,0.19760894775390625,0.24322380125522614,False
4,18,9,0.2968665361404419,0.1345975250005722,0.1622690111398697,0.1964850276708603,False
