epoch,batch,batch_size,base_loss,arabic_metric_loss,cross_metric_loss,gradient_norm_before_clip,gradient_clipping_activated
1,1,8,0.4538804292678833,0.2224055528640747,0.2314748764038086,0.17615067958831787,False
1,2,8,0.4662846326828003,0.2308684140443802,0.2354162335395813,0.146554633975029,False
1,3,8,0.41827839612960815,0.20000335574150085,0.2182750552892685,0.32958266139030457,False
1,4,8,0.47170618176460266,0.21109306812286377,0.2606131136417389,0.29751163721084595,False
1,5,8,0.40099039673805237,0.1763213574886322,0.22466903924942017,0.3556522727012634,False
1,6,8,0.3897126019001007,0.16633546352386475,0.22337713837623596,0.1850697547197342,False
1,7,8,0.43785399198532104,0.21066179871559143,0.22719219326972961,0.17056238651275635,False
1,8,8,0.4428689181804657,0.2152596116065979,0.2276093065738678,0.2602335214614868,False
1,9,8,0.3685755133628845,0.17559587955474854,0.19297964870929718,0.261037677526474,False
1,10,8,0.4180287718772888,0.20537209510803223,0.2126566767692566,0.20925989747047424,False
1,11,8,0.40631455183029175,0.19078412652015686,0.2155304253101349,0.22250275313854218,False
1,12,8,0.3755854070186615,0.1703166961669922,0.2052687108516693,0.363383024930954,False
1,13,8,0.4226635992527008,0.1899365484714508,0.23272705078125,0.20823653042316437,False
1,14,8,0.3325898051261902,0.1483873426914215,0.18420247733592987,0.26077285408973694,False
1,15,8,0.37998926639556885,0.16742610931396484,0.2125631421804428,0.3094349503517151,False
1,16,8,0.42303478717803955,0.19572079181671143,0.22731399536132812,0.3149353563785553,False
1,17,8,0.35714229941368103,0.16623836755752563,0.1909039318561554,0.2649741470813751,False
1,18,9,0.34292635321617126,0.14703163504600525,0.19589471817016602,0.2251957207918167,False
