epoch,batch,batch_size,base_loss,arabic_metric_loss,cross_metric_loss,gradient_norm_before_clip,gradient_clipping_activated
8,1,8,0.2188270092010498,0.09126342833042145,0.12756358087062836,0.3421207666397095,False
8,2,8,0.2689569592475891,0.11004647612571716,0.15891049802303314,0.3770681321620941,False
8,3,8,0.22786065936088562,0.07863348722457886,0.14922717213630676,0.2709503769874573,False
8,4,8,0.27156513929367065,0.11501310765743256,0.1565520465373993,0.3614393174648285,False
8,5,8,0.22845377027988434,0.08875377476215363,0.1396999955177307,0.34088754653930664,False
8,6,8,0.23032328486442566,0.09483758360147476,0.1354856938123703,0.34251219034194946,False
8,7,8,0.29774993658065796,0.12677110731601715,0.1709788292646408,0.6771939396858215,False
8,8,8,0.24190883338451385,0.09891003370285034,0.1429987996816635,0.34669074416160583,False
8,9,8,0.2390439212322235,0.09418192505836487,0.14486199617385864,0.28181004524230957,False
8,10,8,0.28608575463294983,0.11360383033752441,0.17248192429542542,0.2510244846343994,False
8,11,8,0.2662782073020935,0.08690239489078522,0.1793758124113083,0.22924630343914032,False
8,12,8,0.2938808798789978,0.1346307247877121,0.1592501401901245,0.486110121011734,False
8,13,8,0.22899936139583588,0.0989704579114914,0.13002890348434448,0.2040180116891861,False
8,14,8,0.26845505833625793,0.10698899626731873,0.1614660620689392,0.28655338287353516,False
8,15,8,0.28907692432403564,0.120088592171669,0.16898831725120544,0.23025135695934296,False
8,16,8,0.3096641004085541,0.13383662700653076,0.17582747340202332,0.4562036693096161,False
8,17,8,0.23405808210372925,0.11004436761140823,0.12401370704174042,0.2936781048774719,False
8,18,9,0.2964756190776825,0.11467853933572769,0.1817970722913742,0.27425283193588257,False
