representation,target,global_validation_accuracy,global_validation_roc_auc,mean_validation_accuracy,minimum_validation_accuracy,mean_validation_roc_auc,minimum_validation_roc_auc
imagenet_initialization,script,0.9910714285714286,0.9991230867346939,0.9866071428571428,0.9821428571428571,0.9990433673469388,0.998405612244898
self_supervised_moco,script,1.0,1.0,0.9955357142857143,0.9910714285714286,1.0,1.0
imagenet_initialized_dynamic_metric,script,0.9776785714285714,0.9985650510204082,0.9598214285714286,0.9375,0.9969706632653061,0.9942602040816327
ssl_initialized_dynamic_metric,script,0.9955357142857143,0.9999202806122449,0.9910714285714286,0.9910714285714286,0.9909119897959183,0.9821428571428571
imagenet_initialization,text_condition,0.9866071428571429,0.9998405612244898,0.9821428571428572,0.9732142857142857,0.9996811224489797,0.9993622448979592
self_supervised_moco,text_condition,0.9866071428571429,0.9998405612244898,0.9910714285714286,0.9910714285714286,0.9998405612244898,0.9996811224489796
imagenet_initialized_dynamic_metric,text_condition,0.9910714285714286,0.9997608418367347,0.9955357142857143,0.9910714285714286,0.9996811224489796,0.9993622448979591
ssl_initialized_dynamic_metric,text_condition,0.9866071428571429,0.998405612244898,0.9866071428571428,0.9821428571428571,0.9976084183673469,0.9952168367346939
