condition,loss,top1_accuracy,top5_accuracy,samples,top1_accuracy_percent,top5_accuracy_percent
arabic_train,3.5953758037195795,0.668141592920354,0.8893805309734514,452.0,66.8141592920354,88.93805309734513
english_variable_validation,5.117608049274546,0.04424778761061947,0.11946902654867257,226.0,4.424778761061947,11.946902654867257
english_same_test,5.142540079302492,0.035398230088495575,0.1415929203539823,226.0,3.5398230088495577,14.15929203539823
