condition,samples,top1_accuracy_percent,top5_accuracy_percent,top10_accuracy_percent,mean_reciprocal_rank,median_true_rank,mean_true_rank,mean_top1_confidence
english_variable_validation,226.0,4.424778761061947,11.946902654867257,20.79646017699115,0.10068112147035108,47.0,67.32300884955752,0.02348745359618843
english_same_test,226.0,3.5398230088495577,14.15929203539823,18.141592920353983,0.09268285901736653,53.5,68.58849557522124,0.028508185808736403
