training_seed,epoch,metric_loss,script_loss,script_accuracy,encoder_grad_norm,validation_auc,validation_eer,checkpoint_selected
2026,1,0.1965392876351089,0.6502394686665451,0.7986725663716814,1.797657245083859,0.704606331168831,0.35957792207792205,True
2026,2,0.17741059694896666,0.5647483823592203,0.9358407079646017,2.003428946461594,0.7208014455782312,0.3392857142857143,True
2026,3,0.16384317778181612,0.5018568174880847,0.9513274336283186,2.06327798282891,0.7251222363945579,0.34226190476190477,True
2026,4,0.15245044113774048,0.45903356294882924,0.952433628318584,2.0871908288252983,0.7330690514842301,0.3267316017316017,True
2026,5,0.15264468051885305,0.41545246201649044,0.9435840707964602,2.181509254271524,0.7321472054730983,0.33630952380952384,False
2026,6,0.13994617093550532,0.38285102812867416,0.9446902654867256,2.2770738852651498,0.7328160430839002,0.33966450216450217,False
2026,7,0.13230317164408534,0.35994682604806466,0.9413716814159292,2.184591167851498,0.7382791563595135,0.34523809523809523,True
2026,8,0.12479404974402043,0.33914388428654585,0.9380530973451328,2.2160566585105763,0.7367608643836322,0.3372294372294372,False
2026,9,0.12367570805445052,0.3355767193593477,0.9203539823008849,2.2947093478420326,0.7230440566378067,0.34675324675324676,False
2026,10,0.11561307860048194,0.3144079914741349,0.9413716814159292,2.2445953572005557,0.7272434163059163,0.3439935064935065,False
