training_seed,epoch,metric_loss,script_loss,script_accuracy,encoder_grad_norm,validation_auc,validation_eer,checkpoint_selected
2026,1,0.1992279777401372,0.6174456749046058,0.8495575221238938,1.8553551289073207,0.7067693033652855,0.36011904761904767,True
2026,2,0.18749579669613586,0.6383329159335086,0.6670353982300885,2.072187377695452,0.7290320294784581,0.3392857142857143,True
2026,3,0.1720400985918547,0.7040676526856005,0.4446902654867257,2.190136932490165,0.7433612270665843,0.3303571428571429,True
2026,4,0.16115398587364899,0.6963492903793067,0.5165929203539823,2.2305536479280708,0.7432501030715317,0.3297077922077922,False
2026,5,0.1589744757664831,0.6867959185650474,0.536504424778761,2.2393300972486796,0.7556099902082045,0.3125,True
2026,6,0.14940992376783438,0.7065380320214388,0.36283185840707965,2.4008724333947167,0.7700305832560297,0.3003246753246753,True
2026,7,0.14072063081620031,0.6891339076192755,0.5176991150442478,2.2984954537006845,0.76463084286745,0.3125,False
2026,8,0.1358040250968515,0.6797471422898141,0.5995575221238938,2.446308836602328,0.7667917214234178,0.3125,False
2026,9,0.13420431315898895,0.6932851201609561,0.5066371681415929,2.31602900906613,0.7672559459389816,0.30952380952380953,False
2026,10,0.12623433624966102,0.688467007980012,0.5276548672566371,2.412311735906099,0.7620475320810142,0.3202922077922078,False
