condition,auc,eer,pairs,genuine_pairs,impostor_pairs
cross_same_same,0.8690476190476191,0.19444444444444442,1296,36,1260
cross_same_variable,0.8418430335097001,0.2357142857142857,1296,36,1260
cross_variable_same,0.7782186948853616,0.2777777777777778,1296,36,1260
cross_variable_variable,0.8608245149911816,0.2222222222222222,1296,36,1260
