method,condition,pairs,auc,eer,genuine_mean,impostor_mean
cls_mutual_equal_fusion,pooled,7964,0.6565132703519428,0.3825966850828729,0.4672460896385716,-0.046724608963856884
cls_mutual_equal_fusion,cross_same_same,1991,0.6920148957602027,0.3483425414364641,0.7876353386608727,0.22723374143733813
cls_mutual_equal_fusion,cross_same_variable,1991,0.7061841824120143,0.35359116022099446,0.5395844329302402,-0.06155404078077747
cls_mutual_equal_fusion,cross_variable_same,1991,0.6061719727725039,0.425414364640884,-0.36078416353834697,-0.6855916732826584
cls_mutual_equal_fusion,cross_variable_variable,1991,0.6919172186441195,0.36408839779005525,0.902548750501521,0.3330135367706702
cls_mutual_equal_fusion,cross_macro,7964,0.6740720673972102,,,
