batch_size,writers,base_loss,arabic_metric_loss,cross_metric_loss,distillation_loss,scaled_distillation_loss,total_loss,gradient_norm_before_clip,frozen_gradients_present,backbone_training_flag,layer4_training_flag,epoch,batch
8,"[213, 97, 100, 197, 242, 264, 2, 220]",0.3205829858779907,0.1476832628250122,0.17289970815181732,0.3688719570636749,0.022473925724625587,0.34305691719055176,1.0923616886138916,False,False,False,8,1
8,"[212, 159, 119, 40, 122, 155, 8, 103]",0.32743194699287415,0.13146573305130005,0.1959662139415741,0.46247026324272156,0.028176505118608475,0.3556084632873535,1.4527193307876587,False,False,False,8,2
8,"[74, 49, 171, 183, 247, 61, 38, 65]",0.3046260178089142,0.13470986485481262,0.16991615295410156,0.5169923305511475,0.031498320400714874,0.33612433075904846,2.1004040241241455,False,False,False,8,3
8,"[235, 21, 96, 261, 158, 240, 256, 252]",0.30290743708610535,0.12924712896347046,0.1736603081226349,0.4562820792198181,0.027799483388662338,0.330706924200058,1.2063539028167725,False,False,False,8,4
8,"[94, 191, 76, 234, 25, 262, 249, 157]",0.27161550521850586,0.10818549990653992,0.16342999041080475,0.44448429346084595,0.02708069048821926,0.2986961901187897,1.5314769744873047,False,False,False,8,5
8,"[181, 98, 168, 127, 3, 201, 118, 56]",0.2802395820617676,0.11907006800174713,0.16116949915885925,0.43951913714408875,0.02677818201482296,0.3070177733898163,1.2460190057754517,False,False,False,8,6
8,"[116, 211, 22, 83, 107, 228, 180, 207]",0.3358536958694458,0.1558178961277008,0.1800357848405838,0.512302577495575,0.031212592497467995,0.36706629395484924,1.6681218147277832,False,False,False,8,7
8,"[138, 39, 185, 198, 156, 104, 105, 208]",0.2769445478916168,0.11768583953380585,0.15925870835781097,0.44352811574935913,0.027022434398531914,0.3039669692516327,2.1709165573120117,False,False,False,8,8
8,"[26, 196, 134, 11, 162, 81, 244, 133]",0.3346022963523865,0.15044859051704407,0.1841537058353424,0.45308902859687805,0.02760494314134121,0.36220723390579224,1.3925940990447998,False,False,False,8,9
8,"[274, 273, 225, 124, 47, 243, 27, 77]",0.3160971701145172,0.1265154778957367,0.18958169221878052,0.43100425601005554,0.0262594036757946,0.3423565626144409,1.4885213375091553,False,False,False,8,10
8,"[281, 251, 85, 189, 78, 147, 19, 152]",0.3362812399864197,0.13477833569049835,0.20150291919708252,0.5042802691459656,0.030723825097084045,0.36700505018234253,1.3185712099075317,False,False,False,8,11
8,"[55, 241, 178, 246, 203, 231, 263, 267]",0.37704020738601685,0.16499373316764832,0.21204647421836853,0.45615071058273315,0.027791479602456093,0.4048316776752472,1.604520559310913,False,False,False,8,12
8,"[260, 206, 199, 57, 209, 75, 30, 223]",0.28552496433258057,0.12300404906272888,0.16252091526985168,0.417047917842865,0.025409098714590073,0.31093406677246094,1.6111316680908203,False,False,False,8,13
8,"[250, 70, 142, 101, 164, 92, 71, 123]",0.3241294026374817,0.1400419920682907,0.18408739566802979,0.4833473563194275,0.029448464512825012,0.3535778522491455,1.2464361190795898,False,False,False,8,14
8,"[46, 167, 227, 188, 229, 169, 59, 226]",0.36380958557128906,0.1525224894285202,0.21128711104393005,0.4973592162132263,0.030302152037620544,0.3941117525100708,1.5249890089035034,False,False,False,8,15
8,"[29, 232, 163, 214, 146, 245, 255, 1]",0.32427966594696045,0.1492326706647873,0.17504699528217316,0.47682803869247437,0.029051268473267555,0.35333094000816345,1.9305208921432495,False,False,False,8,16
8,"[125, 276, 179, 192, 172, 20, 265, 31]",0.2559961974620819,0.09862005710601807,0.15737614035606384,0.4336366653442383,0.026419786736369133,0.2824159860610962,0.9831857085227966,False,False,False,8,17
9,"[110, 140, 7, 62, 272, 135, 153, 90, 221]",0.33542400598526,0.15210309624671936,0.18332092463970184,0.41320136189460754,0.025174744427204132,0.36059874296188354,1.0697014331817627,False,False,False,8,18
