batch_size,writers,base_loss,arabic_metric_loss,cross_metric_loss,distillation_loss,scaled_distillation_loss,total_loss,gradient_norm_before_clip,frozen_gradients_present,backbone_training_flag,layer4_training_flag,epoch,batch
8,"[2, 70, 188, 211, 8, 157, 276, 249]",0.34063994884490967,0.14654560387134552,0.19409434497356415,0.4965015947818756,0.030249901115894318,0.3708898425102234,1.3231186866760254,False,False,False,4,1
8,"[49, 227, 3, 262, 77, 122, 267, 250]",0.36571821570396423,0.14839790761470795,0.2173203080892563,0.5327764749526978,0.032459989190101624,0.39817821979522705,0.9878230690956116,False,False,False,4,2
8,"[81, 208, 207, 179, 104, 252, 90, 164]",0.3433838188648224,0.15423986315727234,0.18914395570755005,0.5240491628646851,0.03192826732993126,0.37531208992004395,1.2400275468826294,False,False,False,4,3
8,"[158, 7, 30, 234, 260, 119, 116, 228]",0.3999551832675934,0.18301205337047577,0.21694312989711761,0.5453560948371887,0.033226415514945984,0.4331815838813782,1.0378015041351318,False,False,False,4,4
8,"[78, 169, 101, 71, 21, 264, 127, 244]",0.3760281503200531,0.16715732216835022,0.20887082815170288,0.5315672159194946,0.03238631412386894,0.40841445326805115,1.0942332744598389,False,False,False,4,5
8,"[46, 138, 168, 232, 110, 229, 255, 96]",0.3500986695289612,0.16530299186706543,0.18479569256305695,0.5328523516654968,0.032464612275362015,0.3825632929801941,1.1774673461914062,False,False,False,4,6
8,"[98, 243, 256, 147, 142, 20, 123, 94]",0.3831137418746948,0.17879213392734528,0.20432160794734955,0.570921778678894,0.03478403389453888,0.4178977608680725,1.388301968574524,False,False,False,4,7
8,"[183, 246, 134, 56, 263, 242, 220, 251]",0.4250536561012268,0.21403679251670837,0.21101687848567963,0.5483208894729614,0.033407047390937805,0.4584606885910034,1.1128451824188232,False,False,False,4,8
8,"[146, 38, 97, 55, 62, 153, 61, 135]",0.28788554668426514,0.11561433970928192,0.1722712218761444,0.4491361081600189,0.027364106848835945,0.31524965167045593,1.1282801628112793,False,False,False,4,9
8,"[25, 226, 133, 273, 199, 265, 197, 203]",0.3296584188938141,0.14410065114498138,0.1855577677488327,0.43161243200302124,0.026296459138393402,0.3559548854827881,1.1333123445510864,False,False,False,4,10
8,"[103, 172, 241, 29, 212, 281, 31, 178]",0.3781066834926605,0.171285480260849,0.20682120323181152,0.49983474612236023,0.030452977865934372,0.408559650182724,1.0712178945541382,False,False,False,4,11
8,"[39, 240, 152, 223, 40, 171, 191, 162]",0.3499050438404083,0.14474329352378845,0.20516175031661987,0.47133439779281616,0.028716562315821648,0.3786216080188751,1.8123276233673096,False,False,False,4,12
8,"[189, 105, 59, 192, 163, 261, 118, 11]",0.31122326850891113,0.14126189053058624,0.16996139287948608,0.5015217661857605,0.030555760487914085,0.34177902340888977,2.069714069366455,False,False,False,4,13
8,"[140, 85, 272, 107, 26, 74, 65, 167]",0.35988926887512207,0.14521151781082153,0.21467776596546173,0.5213770866394043,0.031765468418598175,0.39165472984313965,1.2854000329971313,False,False,False,4,14
8,"[185, 201, 225, 125, 124, 274, 159, 213]",0.31745660305023193,0.13463126122951508,0.18282535672187805,0.4755578935146332,0.028973883017897606,0.3464304804801941,1.8080065250396729,False,False,False,4,15
8,"[76, 198, 209, 245, 1, 155, 231, 47]",0.33324486017227173,0.13690538704395294,0.1963394731283188,0.4987911581993103,0.030389394611120224,0.36363425850868225,0.8923456072807312,False,False,False,4,16
8,"[235, 156, 221, 22, 92, 196, 83, 247]",0.39341241121292114,0.18843881785869598,0.20497357845306396,0.5427308082580566,0.03306646645069122,0.42647886276245117,1.3221800327301025,False,False,False,4,17
9,"[180, 19, 27, 214, 100, 57, 206, 181, 75]",0.3720266819000244,0.17917634546756744,0.19285032153129578,0.49152469635009766,0.02994667924940586,0.4019733667373657,1.3552027940750122,False,False,False,4,18
