batch_size,writers,base_loss,arabic_metric_loss,cross_metric_loss,distillation_loss,scaled_distillation_loss,total_loss,gradient_norm_before_clip,frozen_gradients_present,backbone_training_flag,layer4_training_flag,epoch,batch
8,"[272, 251, 146, 27, 206, 76, 159, 256]",0.39209994673728943,0.1855662316083908,0.20653371512889862,0.5328112840652466,0.03246210888028145,0.4245620667934418,1.12065589427948,False,False,False,2,1
8,"[255, 19, 158, 75, 138, 85, 98, 90]",0.36495915055274963,0.16166633367538452,0.2032928168773651,0.5536923408508301,0.033734310418367386,0.3986934721469879,0.9984176158905029,False,False,False,2,2
8,"[244, 71, 110, 196, 7, 221, 242, 231]",0.4370758831501007,0.21773624420166016,0.21933963894844055,0.5814744234085083,0.03542696312069893,0.47250285744667053,1.0926271677017212,False,False,False,2,3
8,"[119, 153, 263, 101, 100, 105, 226, 264]",0.4214850068092346,0.20093126595020294,0.22055372595787048,0.5686842203140259,0.034647706896066666,0.456132709980011,0.8519116044044495,False,False,False,2,4
8,"[240, 59, 103, 22, 213, 162, 179, 209]",0.38509947061538696,0.1690627932548523,0.21603667736053467,0.5282429456710815,0.032183777540922165,0.41728323698043823,0.9699947237968445,False,False,False,2,5
8,"[169, 2, 201, 185, 21, 133, 142, 97]",0.3935827910900116,0.17566153407096863,0.21792125701904297,0.5361571907997131,0.03266596049070358,0.4262487590312958,0.9984352588653564,False,False,False,2,6
8,"[62, 3, 246, 92, 207, 125, 155, 211]",0.3699246942996979,0.16591417789459229,0.2040105164051056,0.5058285593986511,0.030818156898021698,0.40074285864830017,1.1217923164367676,False,False,False,2,7
8,"[55, 96, 191, 249, 49, 157, 124, 276]",0.3541386127471924,0.15757113695144653,0.19656747579574585,0.5769925713539124,0.03515390306711197,0.38929250836372375,1.5693507194519043,False,False,False,2,8
8,"[29, 274, 61, 245, 199, 198, 140, 172]",0.3818608522415161,0.17967593669891357,0.20218493044376373,0.5623477697372437,0.03426165133714676,0.4161224961280823,0.9209390878677368,False,False,False,2,9
8,"[83, 267, 1, 77, 197, 234, 38, 252]",0.37599048018455505,0.17278842628002167,0.2032020539045334,0.4792943596839905,0.029201531782746315,0.4051920175552368,0.8520585298538208,False,False,False,2,10
8,"[262, 208, 168, 163, 118, 241, 30, 135]",0.2887269854545593,0.11773785948753357,0.17098912596702576,0.5012693405151367,0.030540380626916885,0.3192673623561859,0.9730202555656433,False,False,False,2,11
8,"[229, 70, 26, 265, 223, 220, 147, 134]",0.40215784311294556,0.18346408009529114,0.21869376301765442,0.5593936443328857,0.03408166766166687,0.4362395107746124,1.1668096780776978,False,False,False,2,12
8,"[232, 192, 203, 25, 243, 20, 178, 104]",0.38707152009010315,0.18571941554546356,0.2013521045446396,0.5852674841880798,0.035658061504364014,0.42272958159446716,1.1720472574234009,False,False,False,2,13
8,"[235, 40, 39, 46, 250, 11, 31, 183]",0.4165835976600647,0.18983688950538635,0.22674669325351715,0.4566536545753479,0.02782212197780609,0.444405734539032,1.0232956409454346,False,False,False,2,14
8,"[65, 188, 74, 225, 116, 123, 180, 167]",0.39280641078948975,0.15151609480381012,0.24129031598567963,0.4977859854698181,0.03032815456390381,0.42313456535339355,1.2657819986343384,False,False,False,2,15
8,"[164, 212, 57, 78, 94, 56, 214, 156]",0.38029277324676514,0.17888140678405762,0.20141136646270752,0.5051077008247375,0.03077423758804798,0.41106700897216797,1.194757342338562,False,False,False,2,16
8,"[127, 273, 189, 281, 81, 261, 152, 47]",0.3868011236190796,0.16227982938289642,0.22452130913734436,0.5844721794128418,0.03560960665345192,0.4224107265472412,1.063852071762085,False,False,False,2,17
9,"[227, 181, 260, 107, 228, 122, 8, 247, 171]",0.4131932258605957,0.1812126189470291,0.23198062181472778,0.5809370875358582,0.035394225269556046,0.44858744740486145,0.9069446325302124,False,False,False,2,18
