condition,linear_probe_top1_percent,finetuned_top1_percent,top1_change_points,linear_probe_top5_percent,finetuned_top5_percent,top5_change_points,linear_probe_loss,finetuned_loss,loss_change
arabic_train,66.8141592920354,90.48672566371681,23.672566371681413,88.93805309734513,97.34513274336283,8.40707964601769,3.5953758037195795,1.2652145323500168,-2.3301612713695627
english_variable_validation,4.424778761061947,6.1946902654867255,1.7699115044247788,11.946902654867257,14.15929203539823,2.212389380530973,5.117608049274546,5.669019104105182,0.5514110548306359
english_same_test,3.5398230088495577,4.424778761061947,0.8849557522123894,14.15929203539823,12.831858407079647,-1.3274336283185835,5.142540079302492,6.111096289305561,0.9685562100030687
