condition,samples_finetuned,top1_accuracy_percent_finetuned,top5_accuracy_percent_finetuned,top10_accuracy_percent_finetuned,mean_reciprocal_rank_finetuned,median_true_rank_finetuned,mean_true_rank_finetuned,mean_top1_confidence_percent_finetuned,samples_linear_probe,top1_accuracy_percent_linear_probe,top5_accuracy_percent_linear_probe,top10_accuracy_percent_linear_probe,mean_reciprocal_rank_linear_probe,median_true_rank_linear_probe,mean_true_rank_linear_probe,mean_top1_confidence_percent_linear_probe,top10_change_points,mean_rank_change,confidence_change_points
english_variable_validation,226.0,6.1946902654867255,14.15929203539823,24.336283185840706,0.11915141722196698,36.0,59.88495575221239,15.323248723175672,226.0,4.424778761061947,11.946902654867255,20.79646017699115,0.100681121470351,47.0,67.32300884955752,2.34874535961884,3.539823008849556,-7.438053097345133,12.974503363556831
english_same_test,226.0,4.424778761061947,12.831858407079647,20.79646017699115,0.10246231551708557,42.0,62.04424778761062,19.007508603410912,226.0,3.5398230088495577,14.15929203539823,18.141592920353983,0.0926828590173665,53.5,68.58849557522124,2.8508185808736397,2.654867256637168,-6.544247787610622,16.156690022537273
