condition,samples,top1_accuracy_percent,top5_accuracy_percent,top10_accuracy_percent,mean_reciprocal_rank,median_true_rank,mean_true_rank,mean_top1_confidence_percent
english_variable_validation,226.0,6.1946902654867255,14.15929203539823,24.336283185840706,0.11915141722196698,36.0,59.88495575221239,15.323248723175672
english_same_test,226.0,4.424778761061947,12.831858407079647,20.79646017699115,0.10246231551708557,42.0,62.04424778761062,19.007508603410912
