candidate,epoch,beta,batches,writers_seen,mean_total_loss,mean_base_loss,mean_arabic_metric_loss,mean_cross_script_metric_loss,mean_wgc_loss,mean_preclip_gradient_norm
matched_control,1,0.0,23,181,0.41437902398731397,0.41437902398731397,0.1958790564018747,0.21849996240242667,0.011415572432072266,0.9809218489605448
matched_control,2,0.0,23,181,0.38542765638102655,0.38542765638102655,0.177424901853437,0.2080027532318364,0.016888790966376015,1.0506597653679226
matched_control,3,0.0,23,181,0.37210220098495483,0.37210220098495483,0.16873692980279092,0.20336527021034903,0.018033507927928284,1.1711799113646797
matched_control,4,0.0,23,181,0.350057945303295,0.350057945303295,0.1560947797868563,0.1939631648685621,0.02201112477189821,1.2181069125299868
matched_control,5,0.0,23,181,0.33420217166776245,0.33420217166776245,0.14767951971810797,0.18652265227359274,0.02543035392527995,1.2530994518943455
matched_control,6,0.0,23,181,0.3247660612282546,0.3247660612282546,0.14199975035760715,0.182766313786092,0.029616851116652073,1.231881198675736
matched_control,7,0.0,23,181,0.31681837335876795,0.31681837335876795,0.1381649255104687,0.178653447524361,0.02922267025417608,1.2587720699932263
matched_control,8,0.0,23,181,0.31280598173970764,0.31280598173970764,0.13479018178970917,0.1780158009218133,0.03198017082784487,1.57620639645535
matched_control,9,0.0,23,181,0.30152688402196637,0.30152688402196637,0.1285192347739054,0.17300765216350555,0.03576407954096794,1.407821774482727
