system,cross_macro_auc,cross_macro_eer,pooled_auc,pooled_eer
control_raw,0.7775848765432098,0.29841269841269846,0.7781277557319224,0.3047619047619048
control_relation,0.7092234347442681,0.33452380952380956,0.7091896770282187,0.3398809523809524
wgc_raw,0.7827656525573192,0.28908730158730156,0.7828731261022929,0.2998015873015873
wgc_relation,0.7172453703703703,0.3529761904761905,0.717246059303351,0.35059523809523807
