system,cross_macro_auc,cross_macro_eer,pooled_auc,pooled_eer
control_raw,0.7775848765432098,0.29841269841269846,0.7781277557319224,0.3047619047619048
control_relative,0.7730875220458555,0.2904761904761905,0.774156746031746,0.29166666666666663
wgc_raw,0.7827656525573192,0.28908730158730156,0.7828731261022929,0.2998015873015873
wgc_relative,0.7803185626102294,0.28313492063492063,0.7811673280423279,0.28809523809523807
