condition,control_auc,control_eer,wgc_auc,wgc_eer,auc_change,eer_change
arabic_variable_same,0.8932435465768799,0.1777777777777778,0.9001795735129069,0.1787878787878788,0.006936026936027018,0.0010101010101009888
english_variable_same,0.8738832772166105,0.20909090909090908,0.879685746352413,0.19999999999999996,0.005802469135802513,-0.009090909090909122
cross_variable_variable,0.7365768799102133,0.33333333333333337,0.740280583613917,0.3292929292929293,0.0037037037037037646,-0.004040404040404066
cross_variable_same,0.735364758698092,0.34494949494949495,0.7433108866442201,0.33333333333333337,0.007946127946128034,-0.01161616161616158
cross_same_variable,0.728675645342312,0.3111111111111111,0.731773288439955,0.3111111111111111,0.0030976430976430436,0.0
cross_same_same,0.7876879910213244,0.3005050505050505,0.7916947250280584,0.29292929292929293,0.004006734006734014,-0.007575757575757569
