system,cross_macro_auc,cross_macro_eer,pooled_auc,pooled_eer
control_raw,0.7775848765432098,0.29841269841269846,0.7781277557319224,0.3047619047619048
control_lda,0.5875936948853615,0.4398809523809524,0.5880084325396826,0.4444444444444444
wgc_raw,0.7827656525573192,0.28908730158730156,0.7828731261022929,0.2998015873015873
wgc_lda,0.5751102292768959,0.43472222222222223,0.5750936948853616,0.4170634920634921
