epoch,batch,batch_size,base_loss,arabic_metric_loss,cross_metric_loss,ctmd_loss,scaled_ctmd_loss,total_loss,confirmed_margins,possible_margins,active_conditions,gradient_norm_before_clip,gradient_clipping_activated,frozen_gradients_present,backbone_training_flag,layer4_training_flag
5,1,8,0.38737937808036804,0.15508809685707092,0.23229128122329712,0.20024996995925903,0.045898448675870895,0.43327781558036804,64,64,4,1.008231282234192,False,False,False,False
5,2,8,0.34596574306488037,0.15294036269187927,0.1930253803730011,0.11315610259771347,0.025936031714081764,0.3719017803668976,64,64,4,1.1823397874832153,False,False,False,False
5,3,8,0.33621129393577576,0.15433458983898163,0.18187670409679413,0.10284139215946198,0.023571841418743134,0.3597831428050995,64,64,4,1.507360577583313,False,False,False,False
5,4,8,0.2831944525241852,0.12632817029953003,0.15686628222465515,0.13165944814682007,0.030177105218172073,0.31337156891822815,63,64,4,0.9596397876739502,False,False,False,False
5,5,8,0.4074209928512573,0.1821691393852234,0.22525183856487274,0.13776662945747375,0.03157690539956093,0.43899789452552795,64,64,4,1.0184223651885986,False,False,False,False
5,6,8,0.34880486130714417,0.13977104425430298,0.2090338170528412,0.14431706070899963,0.03307830169796944,0.3818831741809845,64,64,4,1.0966293811798096,False,False,False,False
5,7,8,0.2882687449455261,0.1192089170217514,0.1690598428249359,0.09750516712665558,0.02234874665737152,0.31061750650405884,64,64,4,1.1687785387039185,False,False,False,False
5,8,8,0.3528122305870056,0.1599944829940796,0.19281776249408722,0.16380886733531952,0.03754593804478645,0.39035817980766296,64,64,4,2.0043933391571045,False,False,False,False
5,9,8,0.3655555248260498,0.1476047933101654,0.2179507315158844,0.11648140847682953,0.026698211207985878,0.39225372672080994,64,64,4,1.0812333822250366,False,False,False,False
5,10,8,0.3803703188896179,0.177382692694664,0.2029876410961151,0.1515733003616333,0.03474147617816925,0.415111780166626,64,64,4,1.3098304271697998,False,False,False,False
5,11,8,0.3419603705406189,0.13649235665798187,0.20546802878379822,0.1458682119846344,0.033433835953474045,0.37539419531822205,64,64,4,1.378921389579773,False,False,False,False
5,12,8,0.37964802980422974,0.17524312436580658,0.20440489053726196,0.18807098269462585,0.04310695454478264,0.4227549731731415,64,64,4,1.3719645738601685,False,False,False,False
5,13,8,0.30831921100616455,0.13285700976848602,0.17546221613883972,0.11773084104061127,0.02698458917438984,0.33530381321907043,64,64,4,1.044888973236084,False,False,False,False
5,14,8,0.3397558629512787,0.15031978487968445,0.18943607807159424,0.16732463240623474,0.038351770490407944,0.37810763716697693,64,64,4,1.1506928205490112,False,False,False,False
5,15,8,0.346476674079895,0.17059321701526642,0.1758834570646286,0.05522453039884567,0.01265778113156557,0.3591344654560089,64,64,4,1.187213659286499,False,False,False,False
5,16,8,0.316758394241333,0.13109859824180603,0.18565981090068817,0.14040786027908325,0.03218229115009308,0.3489406704902649,64,64,4,1.4920135736465454,False,False,False,False
5,17,8,0.3596110939979553,0.17424046993255615,0.18537062406539917,0.14109303057193756,0.03233933821320534,0.39195042848587036,64,64,4,1.5615657567977905,False,False,False,False
5,18,9,0.33821624517440796,0.15862637758255005,0.1795898675918579,0.11237767338752747,0.02575761079788208,0.36397385597229004,72,72,4,1.104663372039795,False,False,False,False
