epoch,batch,batch_size,base_loss,arabic_metric_loss,cross_metric_loss,ctmd_loss,scaled_ctmd_loss,total_loss,confirmed_margins,possible_margins,active_conditions,gradient_norm_before_clip,gradient_clipping_activated,frozen_gradients_present,backbone_training_flag,layer4_training_flag
6,1,8,0.34997832775115967,0.1570938378572464,0.19288450479507446,0.15659984946250916,0.03589358925819397,0.38587191700935364,64,64,4,2.0578389167785645,False,False,False,False
6,2,8,0.33529025316238403,0.1534205675125122,0.18186967074871063,0.11676828563213348,0.02676396444439888,0.3620542287826538,64,64,4,1.28335440158844,False,False,False,False
6,3,8,0.3110244870185852,0.12434474378824234,0.18667975068092346,0.1268230676651001,0.029068579897284508,0.34009307622909546,64,64,4,1.0679998397827148,False,False,False,False
6,4,8,0.4035176634788513,0.19260168075561523,0.2109159678220749,0.16427816450595856,0.03765350207686424,0.44117116928100586,64,64,4,1.381503701210022,False,False,False,False
6,5,8,0.32344186305999756,0.13601279258728027,0.18742908537387848,0.19135716557502747,0.043860167264938354,0.3673020303249359,64,64,4,1.6269878149032593,False,False,False,False
6,6,8,0.32867032289505005,0.14938583970069885,0.1792844831943512,0.1321447342634201,0.0302883367985487,0.3589586615562439,64,64,4,1.2760204076766968,False,False,False,False
6,7,8,0.3103567957878113,0.12343518435955048,0.186921626329422,0.20219653844833374,0.04634461551904678,0.35670140385627747,64,64,4,1.2099674940109253,False,False,False,False
6,8,8,0.3361133337020874,0.13567303121089935,0.20044028759002686,0.1046341210603714,0.02398274466395378,0.3600960671901703,63,64,4,1.1875797510147095,False,False,False,False
6,9,8,0.32704979181289673,0.14548316597938538,0.18156661093235016,0.10030686855316162,0.022990914061665535,0.3500407040119171,64,64,4,1.0714852809906006,False,False,False,False
6,10,8,0.3257548213005066,0.13606293499469757,0.18969190120697021,0.13132601976394653,0.030100680887699127,0.3558554947376251,64,64,4,1.1514413356781006,False,False,False,False
6,11,8,0.3211933374404907,0.1633397936820984,0.15785354375839233,0.1493081897497177,0.03422229737043381,0.3554156422615051,64,64,4,2.023883104324341,False,False,False,False
6,12,8,0.3187241554260254,0.13116517663002014,0.18755897879600525,0.17674851417541504,0.040511779487133026,0.359235942363739,64,64,4,1.2714149951934814,False,False,False,False
6,13,8,0.3050893545150757,0.12889012694358826,0.17619922757148743,0.07073745876550674,0.016213433817029,0.3213028013706207,64,64,4,1.269222378730774,False,False,False,False
6,14,8,0.3151823878288269,0.15103748440742493,0.16414491832256317,0.12387749552726746,0.02839343622326851,0.3435758352279663,64,64,4,1.2286131381988525,False,False,False,False
6,15,8,0.31929999589920044,0.13240884244441986,0.18689113855361938,0.1956595927476883,0.0448463074862957,0.36414629220962524,64,64,4,1.2788944244384766,False,False,False,False
6,16,8,0.3570878505706787,0.14820948243141174,0.20887835323810577,0.12451915442943573,0.028540508821606636,0.3856283724308014,64,64,4,1.4035093784332275,False,False,False,False
6,17,8,0.30607160925865173,0.1398104578256607,0.16626115143299103,0.1467784345149994,0.03364246338605881,0.33971408009529114,64,64,4,1.3829514980316162,False,False,False,False
6,18,9,0.35921555757522583,0.16858309507369995,0.19063246250152588,0.11550382524728775,0.02647414430975914,0.38568970561027527,72,72,4,1.7859934568405151,False,False,False,False
