epoch,batch,condition,direction,anchor_writer,impostor_writer,positive_similarity,hard_negative_similarity,teacher_margin,confirmed
1,1,cross_same_same,left_to_right,272,133,0.4427550435066223,0.2097986489534378,0.2329563945531845,True
1,1,cross_same_same,right_to_left,272,172,0.4427550435066223,0.18923702836036682,0.2535180151462555,True
1,1,cross_same_same,left_to_right,94,138,0.6146008968353271,0.01222781091928482,0.6023730635643005,True
1,1,cross_same_same,right_to_left,94,172,0.6146008968353271,0.05747159570455551,0.5571293234825134,True
1,2,cross_variable_variable,left_to_right,11,163,0.5586303472518921,0.13056930899620056,0.42806103825569153,True
1,2,cross_variable_variable,right_to_left,11,163,0.5586303472518921,0.17079949378967285,0.38783085346221924,True
1,2,cross_variable_variable,left_to_right,157,11,0.6523873805999756,0.0034807436168193817,0.6489066481590271,True
1,2,cross_variable_variable,right_to_left,157,231,0.6523873805999756,0.26444679498672485,0.38794058561325073,True
1,2,cross_variable_variable,left_to_right,231,157,0.5065451264381409,0.26444679498672485,0.24209833145141602,True
1,2,cross_variable_variable,right_to_left,231,11,0.5065451264381409,0.11034491658210754,0.3962002098560333,True
1,2,cross_variable_variable,left_to_right,163,11,0.46252769231796265,0.17079949378967285,0.2917281985282898,True
1,2,cross_variable_variable,right_to_left,163,240,0.46252769231796265,0.20479977130889893,0.2577279210090637,True
1,2,cross_variable_variable,left_to_right,240,163,0.28153330087661743,0.20479977130889893,0.0767335295677185,True
1,2,cross_variable_variable,right_to_left,240,163,0.28153330087661743,0.14612184464931488,0.13541145622730255,True
1,2,cross_variable_variable,left_to_right,81,214,0.6360057592391968,0.05958343297243118,0.5764223337173462,True
1,2,cross_variable_variable,right_to_left,81,214,0.6360057592391968,0.1025935634970665,0.5334122180938721,True
1,2,cross_variable_variable,left_to_right,214,240,0.7384214401245117,0.13633328676223755,0.6020881533622742,True
1,2,cross_variable_variable,right_to_left,214,81,0.7384214401245117,0.05958343297243118,0.6788380146026611,True
1,2,cross_variable_variable,left_to_right,47,81,0.6261496543884277,0.0572686642408371,0.5688809752464294,True
1,2,cross_variable_variable,right_to_left,47,240,0.6261496543884277,0.17591698467731476,0.45023268461227417,True
1,2,cross_variable_same,left_to_right,11,163,0.5076323747634888,0.22046008706092834,0.2871722877025604,True
1,2,cross_variable_same,right_to_left,11,163,0.5076323747634888,0.08769170939922333,0.41994065046310425,True
1,2,cross_variable_same,left_to_right,157,231,0.6444693207740784,0.17098569869995117,0.4734836220741272,True
1,2,cross_variable_same,right_to_left,157,231,0.6444693207740784,0.2252749651670456,0.4191943407058716,True
1,2,cross_variable_same,left_to_right,231,157,0.39758461713790894,0.2252749651670456,0.17230965197086334,True
1,2,cross_variable_same,right_to_left,231,157,0.39758461713790894,0.17098569869995117,0.22659891843795776,True
1,2,cross_variable_same,left_to_right,163,47,0.4986121952533722,0.12741237878799438,0.3711998164653778,True
1,2,cross_variable_same,right_to_left,163,11,0.4986121952533722,0.22046008706092834,0.27815210819244385,True
1,2,cross_variable_same,left_to_right,240,163,0.405124694108963,0.21840083599090576,0.18672385811805725,True
1,2,cross_variable_same,right_to_left,240,214,0.405124694108963,0.17144376039505005,0.23368093371391296,True
1,2,cross_variable_same,left_to_right,81,47,0.6561797857284546,0.11445479840040207,0.5417249798774719,True
1,2,cross_variable_same,right_to_left,81,214,0.6561797857284546,0.11878652125597,0.5373932719230652,True
1,2,cross_variable_same,left_to_right,214,240,0.7834265232086182,0.17144376039505005,0.6119827628135681,True
1,2,cross_variable_same,right_to_left,214,81,0.7834265232086182,0.04706729203462601,0.7363592386245728,True
1,2,cross_variable_same,left_to_right,47,81,0.5854696035385132,0.004271060228347778,0.5811985731124878,True
1,2,cross_variable_same,right_to_left,47,163,0.5854696035385132,0.12741237878799438,0.4580572247505188,True
1,2,cross_same_variable,left_to_right,11,163,0.5986407995223999,0.30265045166015625,0.29599034786224365,True
1,2,cross_same_variable,right_to_left,11,163,0.5986407995223999,0.4308696985244751,0.1677711009979248,True
1,2,cross_same_variable,left_to_right,157,231,0.5753155946731567,0.12762363255023956,0.44769197702407837,True
1,2,cross_same_variable,right_to_left,157,231,0.5753155946731567,0.19332340359687805,0.3819921910762787,True
1,2,cross_same_variable,left_to_right,231,157,0.4840466380119324,0.19332340359687805,0.2907232344150543,True
1,2,cross_same_variable,right_to_left,231,11,0.4840466380119324,0.20175805687904358,0.2822885811328888,True
1,2,cross_same_variable,left_to_right,163,11,0.4928364157676697,0.4308696985244751,0.06196671724319458,True
1,2,cross_same_variable,right_to_left,163,11,0.4928364157676697,0.30265045166015625,0.19018596410751343,True
1,2,cross_same_variable,left_to_right,240,163,0.4186405837535858,0.2953110337257385,0.12332955002784729,True
1,2,cross_same_variable,right_to_left,240,214,0.4186405837535858,0.09035530686378479,0.328285276889801,True
1,2,cross_same_variable,left_to_right,81,214,0.5955361127853394,0.09978162497282028,0.4957544803619385,True
1,2,cross_same_variable,right_to_left,81,47,0.5955361127853394,0.1511509269475937,0.4443851709365845,True
1,2,cross_same_variable,left_to_right,214,81,0.7554601430892944,0.140873983502388,0.6145861744880676,True
1,2,cross_same_variable,right_to_left,214,81,0.7554601430892944,0.09978162497282028,0.6556785106658936,True
1,2,cross_same_variable,left_to_right,47,81,0.676041305065155,0.1511509269475937,0.5248903632164001,True
1,2,cross_same_variable,right_to_left,47,240,0.676041305065155,0.12901170551776886,0.5470296144485474,True
1,2,cross_same_same,left_to_right,11,163,0.5221647024154663,0.3735024929046631,0.14866220951080322,True
1,2,cross_same_same,right_to_left,11,163,0.5221647024154663,0.3507305383682251,0.1714341640472412,True
1,2,cross_same_same,left_to_right,157,231,0.5965793132781982,0.1877870410680771,0.40879225730895996,True
1,2,cross_same_same,right_to_left,157,231,0.5965793132781982,0.15210865437984467,0.4444706439971924,True
1,2,cross_same_same,left_to_right,231,157,0.38064372539520264,0.15210865437984467,0.22853507101535797,True
1,2,cross_same_same,right_to_left,231,11,0.38064372539520264,0.19304801523685455,0.18759571015834808,True
1,2,cross_same_same,left_to_right,163,11,0.4773091673851013,0.3507305383682251,0.12657862901687622,True
1,2,cross_same_same,right_to_left,163,11,0.4773091673851013,0.3735024929046631,0.10380667448043823,True
1,2,cross_same_same,left_to_right,240,163,0.37946218252182007,0.33381691575050354,0.04564526677131653,True
1,2,cross_same_same,right_to_left,240,214,0.37946218252182007,0.12449991703033447,0.2549622654914856,True
1,2,cross_same_same,left_to_right,81,214,0.6666501760482788,0.08670001477003098,0.5799501538276672,True
1,2,cross_same_same,right_to_left,81,214,0.6666501760482788,0.1735857129096985,0.4930644631385803,True
1,2,cross_same_same,left_to_right,214,81,0.7521182298660278,0.1735857129096985,0.5785325169563293,True
1,2,cross_same_same,right_to_left,214,81,0.7521182298660278,0.08670001477003098,0.6654182076454163,True
1,2,cross_same_same,left_to_right,47,81,0.628011167049408,0.08071956038475037,0.54729163646698,True
1,2,cross_same_same,right_to_left,47,81,0.628011167049408,0.05838250741362572,0.5696286559104919,True
1,3,cross_variable_variable,left_to_right,19,100,0.6356395483016968,0.1491679847240448,0.486471563577652,True
1,3,cross_variable_variable,right_to_left,19,100,0.6356395483016968,0.17163987457752228,0.4639996886253357,True
1,3,cross_variable_variable,left_to_right,245,57,0.5828933715820312,0.12570390105247498,0.4571894705295563,True
1,3,cross_variable_variable,right_to_left,245,221,0.5828933715820312,0.07723326981067657,0.5056601166725159,True
1,3,cross_variable_variable,left_to_right,221,57,0.6269023418426514,0.1055293008685112,0.5213730335235596,True
1,3,cross_variable_variable,right_to_left,221,57,0.6269023418426514,0.10572252422571182,0.5211797952651978,True
1,3,cross_variable_variable,left_to_right,100,19,0.793433666229248,0.17163987457752228,0.621793806552887,True
1,3,cross_variable_variable,right_to_left,100,19,0.793433666229248,0.1491679847240448,0.6442656517028809,True
1,3,cross_variable_variable,left_to_right,65,189,0.5995862483978271,0.17536595463752747,0.4242202937602997,True
1,3,cross_variable_variable,right_to_left,65,189,0.5995862483978271,0.08512499183416367,0.5144612789154053,True
1,3,cross_variable_variable,left_to_right,57,189,0.38154610991477966,0.13274741172790527,0.2487986981868744,True
1,3,cross_variable_variable,right_to_left,57,189,0.38154610991477966,0.2451554238796234,0.13639068603515625,True
1,3,cross_variable_variable,left_to_right,189,57,0.4235861301422119,0.2451554238796234,0.1784307062625885,True
1,3,cross_variable_variable,right_to_left,189,65,0.4235861301422119,0.17536595463752747,0.24822017550468445,True
1,3,cross_variable_variable,left_to_right,226,19,0.6170244216918945,0.008945859968662262,0.6080785393714905,True
1,3,cross_variable_variable,right_to_left,226,245,0.6170244216918945,0.009617537260055542,0.6074068546295166,True
1,3,cross_variable_same,left_to_right,19,100,0.6306513547897339,0.13691046833992004,0.49374088644981384,True
1,3,cross_variable_same,right_to_left,19,245,0.6306513547897339,0.023457132279872894,0.6071942448616028,True
1,3,cross_variable_same,left_to_right,245,19,0.6474921703338623,0.023457132279872894,0.6240350604057312,True
1,3,cross_variable_same,right_to_left,245,57,0.6474921703338623,0.06760849803686142,0.5798836946487427,True
1,3,cross_variable_same,left_to_right,221,100,0.5701637268066406,0.17343324422836304,0.3967304825782776,True
1,3,cross_variable_same,right_to_left,221,65,0.5701637268066406,0.07278458774089813,0.4973791241645813,True
1,3,cross_variable_same,left_to_right,100,189,0.6452146172523499,0.10655240714550018,0.5386621952056885,True
1,3,cross_variable_same,right_to_left,100,221,0.6452146172523499,0.17343324422836304,0.4717813730239868,True
1,3,cross_variable_same,left_to_right,65,189,0.5710626244544983,0.231259286403656,0.3398033380508423,True
1,3,cross_variable_same,right_to_left,65,189,0.5710626244544983,0.24430809915065765,0.32675451040267944,True
1,3,cross_variable_same,left_to_right,57,189,0.46093425154685974,0.2616147994995117,0.19931945204734802,True
1,3,cross_variable_same,right_to_left,57,189,0.46093425154685974,0.09110388904809952,0.3698303699493408,True
1,3,cross_variable_same,left_to_right,189,65,0.35518091917037964,0.24430809915065765,0.11087282001972198,True
1,3,cross_variable_same,right_to_left,189,57,0.35518091917037964,0.2616147994995117,0.09356611967086792,True
1,3,cross_variable_same,left_to_right,226,19,0.6659002304077148,-0.008399270474910736,0.6742994785308838,True
1,3,cross_variable_same,right_to_left,226,189,0.6659002304077148,0.04129583016037941,0.6246044039726257,True
1,3,cross_same_variable,left_to_right,19,100,0.6583192348480225,0.08052438497543335,0.5777948498725891,True
1,3,cross_same_variable,right_to_left,19,100,0.6583192348480225,0.1738765686750412,0.48444265127182007,True
1,3,cross_same_variable,left_to_right,245,19,0.5460814833641052,0.09822969138622284,0.4478517770767212,True
1,3,cross_same_variable,right_to_left,245,221,0.5460814833641052,0.09695884585380554,0.4491226375102997,True
1,3,cross_same_variable,left_to_right,221,57,0.5302327275276184,0.14642076194286346,0.38381195068359375,True
1,3,cross_same_variable,right_to_left,221,100,0.5302327275276184,0.15240107476711273,0.3778316378593445,True
1,3,cross_same_variable,left_to_right,100,19,0.7592335939407349,0.1738765686750412,0.5853570103645325,True
1,3,cross_same_variable,right_to_left,100,19,0.7592335939407349,0.08052438497543335,0.6787092089653015,True
1,3,cross_same_variable,left_to_right,65,189,0.47765934467315674,0.23891887068748474,0.238740473985672,True
1,3,cross_same_variable,right_to_left,65,221,0.47765934467315674,0.07333321869373322,0.4043261408805847,True
1,3,cross_same_variable,left_to_right,57,189,0.17866145074367523,0.08010843396186829,0.09855301678180695,True
1,3,cross_same_variable,right_to_left,57,221,0.17866145074367523,0.14642076194286346,0.03224068880081177,True
1,3,cross_same_variable,left_to_right,189,57,0.41753751039505005,0.11370627582073212,0.30383121967315674,True
1,3,cross_same_variable,right_to_left,189,65,0.41753751039505005,0.23891887068748474,0.1786186397075653,True
1,3,cross_same_variable,left_to_right,226,19,0.7133718729019165,-0.01624944433569908,0.7296212911605835,True
1,3,cross_same_variable,right_to_left,226,245,0.7133718729019165,0.050294555723667145,0.6630772948265076,True
1,3,cross_same_same,left_to_right,19,100,0.6459357738494873,0.07069667428731918,0.5752391219139099,True
1,3,cross_same_same,right_to_left,19,100,0.6459357738494873,0.06574694812297821,0.5801888108253479,True
1,3,cross_same_same,left_to_right,245,221,0.5676971673965454,0.025075823068618774,0.542621374130249,True
1,3,cross_same_same,right_to_left,245,65,0.5676971673965454,0.05480533838272095,0.5128918290138245,True
1,3,cross_same_same,left_to_right,221,65,0.7470943331718445,0.16826167702674866,0.5788326263427734,True
1,3,cross_same_same,right_to_left,221,100,0.7470943331718445,0.06707257032394409,0.6800217628479004,True
1,3,cross_same_same,left_to_right,100,189,0.6346426010131836,0.10425083339214325,0.5303917527198792,True
1,3,cross_same_same,right_to_left,100,221,0.6346426010131836,0.11577615141868591,0.5188664197921753,True
1,3,cross_same_same,left_to_right,65,189,0.500770092010498,0.23668259382247925,0.2640874981880188,True
1,3,cross_same_same,right_to_left,65,189,0.500770092010498,0.24119442701339722,0.25957566499710083,True
1,3,cross_same_same,left_to_right,57,245,0.4855145812034607,-0.014555849134922028,0.5000704526901245,True
1,3,cross_same_same,right_to_left,57,189,0.4855145812034607,0.03488149866461754,0.45063307881355286,True
1,3,cross_same_same,left_to_right,189,65,0.3775017261505127,0.24119442701339722,0.13630729913711548,True
1,3,cross_same_same,right_to_left,189,65,0.3775017261505127,0.23668259382247925,0.14081913232803345,True
1,3,cross_same_same,left_to_right,226,221,0.7536181211471558,0.027121394872665405,0.726496696472168,True
1,3,cross_same_same,right_to_left,226,19,0.7536181211471558,-0.023422852158546448,0.777040958404541,True
1,4,cross_variable_variable,left_to_right,180,228,0.4883419871330261,0.1553502082824707,0.3329917788505554,True
1,4,cross_variable_variable,right_to_left,180,228,0.4883419871330261,0.07457688450813293,0.4137651026248932,True
1,4,cross_variable_variable,left_to_right,110,228,0.5720748901367188,0.03600195422768593,0.5360729098320007,True
1,4,cross_variable_variable,right_to_left,110,158,0.5720748901367188,0.09639961272478104,0.4756752848625183,True
1,4,cross_variable_variable,left_to_right,227,158,0.5409780740737915,0.03485621139407158,0.5061218738555908,True
1,4,cross_variable_variable,right_to_left,227,180,0.5409780740737915,0.008911550045013428,0.5320665240287781,True
1,4,cross_variable_variable,left_to_right,78,256,0.5459005236625671,0.09039267897605896,0.4555078446865082,True
1,4,cross_variable_variable,right_to_left,78,3,0.5459005236625671,0.12430907785892487,0.42159146070480347,True
1,4,cross_variable_variable,left_to_right,228,158,0.6503565311431885,0.193936288356781,0.45642024278640747,True
1,4,cross_variable_variable,right_to_left,228,158,0.6503565311431885,0.1633686125278473,0.4869879186153412,True
1,4,cross_variable_variable,left_to_right,256,78,0.6320856213569641,0.06402524560689926,0.5680603981018066,True
1,4,cross_variable_variable,right_to_left,256,180,0.6320856213569641,0.09119085967540741,0.5408947467803955,True
1,4,cross_variable_variable,left_to_right,3,78,0.6291435360908508,0.12430907785892487,0.5048344731330872,True
1,4,cross_variable_variable,right_to_left,3,228,0.6291435360908508,0.045544642955064774,0.5835989117622375,True
1,4,cross_variable_variable,left_to_right,158,228,0.627826452255249,0.1633686125278473,0.46445783972740173,True
1,4,cross_variable_variable,right_to_left,158,228,0.627826452255249,0.193936288356781,0.433890163898468,True
1,4,cross_variable_same,left_to_right,180,227,0.47728490829467773,0.023335319012403488,0.45394960045814514,True
1,4,cross_variable_same,right_to_left,180,256,0.47728490829467773,0.13640627264976501,0.3408786356449127,True
1,4,cross_variable_same,left_to_right,110,228,0.4892202913761139,0.14502397179603577,0.3441963195800781,True
1,4,cross_variable_same,right_to_left,110,227,0.4892202913761139,0.020517122000455856,0.46870318055152893,True
1,4,cross_variable_same,left_to_right,227,180,0.6356936097145081,0.07362914085388184,0.5620644688606262,True
1,4,cross_variable_same,right_to_left,227,228,0.6356936097145081,0.04484061896800995,0.5908529758453369,True
1,4,cross_variable_same,left_to_right,78,256,0.4929761290550232,0.04559660702943802,0.44737952947616577,True
1,4,cross_variable_same,right_to_left,78,256,0.4929761290550232,0.06809526681900024,0.42488086223602295,True
1,4,cross_variable_same,left_to_right,228,158,0.5146711468696594,0.07935534417629242,0.4353157877922058,True
1,4,cross_variable_same,right_to_left,228,158,0.5146711468696594,0.1781495213508606,0.33652162551879883,True
1,4,cross_variable_same,left_to_right,256,180,0.4999396800994873,0.13640627264976501,0.3635334074497223,True
1,4,cross_variable_same,right_to_left,256,3,0.4999396800994873,0.0780266672372818,0.4219130277633667,True
1,4,cross_variable_same,left_to_right,3,256,0.653330385684967,0.0780266672372818,0.5753037333488464,True
1,4,cross_variable_same,right_to_left,3,228,0.653330385684967,0.03854774683713913,0.6147826313972473,True
1,4,cross_variable_same,left_to_right,158,228,0.5950936079025269,0.1781495213508606,0.41694408655166626,True
1,4,cross_variable_same,right_to_left,158,228,0.5950936079025269,0.07935534417629242,0.5157382488250732,True
1,4,cross_same_variable,left_to_right,180,228,0.3558884263038635,0.126766175031662,0.22912225127220154,True
1,4,cross_same_variable,right_to_left,180,158,0.3558884263038635,0.11759268492460251,0.23829573392868042,True
1,4,cross_same_variable,left_to_right,110,256,0.5109130144119263,0.10886585712432861,0.40204715728759766,True
1,4,cross_same_variable,right_to_left,110,158,0.5109130144119263,0.08840180933475494,0.4225112199783325,True
1,4,cross_same_variable,left_to_right,227,228,0.5642110705375671,0.04072614386677742,0.5234849452972412,True
1,4,cross_same_variable,right_to_left,227,180,0.5642110705375671,0.03905489295721054,0.5251561999320984,True
1,4,cross_same_variable,left_to_right,78,256,0.45036011934280396,0.12656833231449127,0.3237918019294739,True
1,4,cross_same_variable,right_to_left,78,256,0.45036011934280396,0.1606951802968979,0.2896649241447449,True
1,4,cross_same_variable,left_to_right,228,158,0.5672562122344971,0.1717028170824051,0.3955534100532532,True
1,4,cross_same_variable,right_to_left,228,158,0.5672562122344971,0.13318800926208496,0.4340682029724121,True
1,4,cross_same_variable,left_to_right,256,78,0.5375418066978455,0.1606951802968979,0.3768466114997864,True
1,4,cross_same_variable,right_to_left,256,78,0.5375418066978455,0.12656833231449127,0.4109734892845154,True
1,4,cross_same_variable,left_to_right,3,228,0.6261348724365234,0.08133286237716675,0.5448020100593567,True
1,4,cross_same_variable,right_to_left,3,78,0.6261348724365234,0.063422292470932,0.562712550163269,True
1,4,cross_same_variable,left_to_right,158,228,0.5433608293533325,0.13318800926208496,0.41017282009124756,True
1,4,cross_same_variable,right_to_left,158,228,0.5433608293533325,0.1717028170824051,0.3716580271720886,True
1,4,cross_same_same,left_to_right,180,256,0.44234779477119446,0.11704549193382263,0.3253023028373718,True
1,4,cross_same_same,right_to_left,180,256,0.44234779477119446,0.11800779402256012,0.32433998584747314,True
1,4,cross_same_same,left_to_right,110,227,0.4216204583644867,0.090381920337677,0.3312385380268097,True
1,4,cross_same_same,right_to_left,110,3,0.4216204583644867,0.009048045612871647,0.4125724136829376,True
1,4,cross_same_same,left_to_right,227,228,0.5983281135559082,0.08084546774625778,0.5174826383590698,True
1,4,cross_same_same,right_to_left,227,110,0.5983281135559082,0.090381920337677,0.5079461932182312,True
1,4,cross_same_same,left_to_right,78,256,0.41415292024612427,0.14183910191059113,0.27231383323669434,True
1,4,cross_same_same,right_to_left,78,256,0.41415292024612427,0.08095347881317139,0.3331994414329529,True
1,4,cross_same_same,left_to_right,228,180,0.5007495880126953,0.1099146157503128,0.3908349871635437,True
1,4,cross_same_same,right_to_left,228,227,0.5007495880126953,0.08084546774625778,0.41990411281585693,True
1,4,cross_same_same,left_to_right,256,180,0.4340493381023407,0.11800779402256012,0.3160415291786194,True
1,4,cross_same_same,right_to_left,256,78,0.4340493381023407,0.14183910191059113,0.2922102212905884,True
1,4,cross_same_same,left_to_right,3,256,0.5623371601104736,0.07736928015947342,0.4849678874015808,True
1,4,cross_same_same,right_to_left,3,256,0.5623371601104736,0.051886145025491714,0.5104510188102722,True
1,4,cross_same_same,left_to_right,158,228,0.5073091983795166,0.0682167261838913,0.4390924572944641,True
1,4,cross_same_same,right_to_left,158,228,0.5073091983795166,0.05147027596831322,0.4558389186859131,True
1,5,cross_variable_variable,left_to_right,20,267,0.41998082399368286,0.09985453635454178,0.3201262950897217,True
1,5,cross_variable_variable,right_to_left,20,119,0.41998082399368286,0.1887776255607605,0.23120319843292236,True
1,5,cross_variable_variable,left_to_right,167,267,0.3726276755332947,0.09049155563116074,0.28213611245155334,True
1,5,cross_variable_variable,right_to_left,167,75,0.3726276755332947,0.04782707616686821,0.32480061054229736,True
1,5,cross_variable_variable,left_to_right,75,97,0.601844310760498,0.11639419943094254,0.4854501187801361,True
1,5,cross_variable_variable,right_to_left,75,97,0.601844310760498,0.08866128325462341,0.5131829977035522,True
1,5,cross_variable_variable,left_to_right,203,74,0.7750112414360046,0.09350217878818512,0.6815090775489807,True
1,5,cross_variable_variable,right_to_left,203,97,0.7750112414360046,0.16752061247825623,0.6074906587600708,True
1,5,cross_variable_variable,left_to_right,74,267,0.7012295722961426,0.2835753560066223,0.41765421628952026,True
1,5,cross_variable_variable,right_to_left,74,119,0.7012295722961426,0.2322017252445221,0.4690278470516205,True
1,5,cross_variable_variable,left_to_right,119,74,0.7281659841537476,0.2322017252445221,0.49596425890922546,True
1,5,cross_variable_variable,right_to_left,119,74,0.7281659841537476,0.1612280160188675,0.5669379830360413,True
1,5,cross_variable_variable,left_to_right,97,203,0.7849335074424744,0.16752061247825623,0.6174129247665405,True
1,5,cross_variable_variable,right_to_left,97,75,0.7849335074424744,0.11639419943094254,0.66853928565979,True
1,5,cross_variable_variable,left_to_right,267,74,0.5041534304618835,0.07859289646148682,0.42556053400039673,True
1,5,cross_variable_variable,right_to_left,267,74,0.5041534304618835,0.2835753560066223,0.22057807445526123,True
