epoch,batch,batch_size,base_loss,arabic_metric_loss,cross_metric_loss,ctmd_loss,scaled_ctmd_loss,total_loss,confirmed_margins,possible_margins,active_conditions,gradient_norm_before_clip,gradient_clipping_activated,frozen_gradients_present,backbone_training_flag,layer4_training_flag
4,1,8,0.34288129210472107,0.1500605344772339,0.19282075762748718,0.08682273328304291,0.01990027166903019,0.3627815544605255,64,64,4,1.4053860902786255,False,False,False,False
4,2,8,0.3670046031475067,0.15147894620895386,0.21552565693855286,0.12810367345809937,0.02936210110783577,0.3963667154312134,64,64,4,1.0459247827529907,False,False,False,False
4,3,8,0.34771114587783813,0.15811049938201904,0.1896006315946579,0.1736525595188141,0.03980216756463051,0.38751330971717834,64,64,4,1.24044668674469,False,False,False,False
4,4,8,0.4014667868614197,0.1853545755147934,0.2161121964454651,0.14525307714939117,0.03329284489154816,0.43475961685180664,64,64,4,1.1538985967636108,False,False,False,False
4,5,8,0.3736247420310974,0.1671627163887024,0.20646201074123383,0.19298289716243744,0.044232793152332306,0.4178575277328491,64,64,4,1.0705502033233643,False,False,False,False
4,6,8,0.35161149501800537,0.16649040579795837,0.185121089220047,0.11481454968452454,0.02631615661084652,0.37792766094207764,64,64,4,1.1495695114135742,False,False,False,False
4,7,8,0.3828999400138855,0.17955738306045532,0.20334257185459137,0.1216769739985466,0.027889065444469452,0.41078901290893555,64,64,4,1.4524304866790771,False,False,False,False
4,8,8,0.4207332730293274,0.2114086002111435,0.2093246877193451,0.1567252278327942,0.035922326147556305,0.4566555917263031,64,64,4,1.25709867477417,False,False,False,False
4,9,8,0.2904152274131775,0.1179836243391037,0.1724315881729126,0.10510224103927612,0.02409004047513008,0.31450527906417847,64,64,4,1.3283624649047852,False,False,False,False
4,10,8,0.32864463329315186,0.1450921595096588,0.18355247378349304,0.19706878066062927,0.04516930133104324,0.3738139271736145,64,64,4,1.227304458618164,False,False,False,False
4,11,8,0.3755834102630615,0.17097866535186768,0.20460474491119385,0.1402970850467682,0.03215690329670906,0.4077403247356415,64,64,4,1.0769469738006592,False,False,False,False
4,12,8,0.3517218232154846,0.1479325294494629,0.20378927886486053,0.08226799964904785,0.01885630004107952,0.3705781102180481,64,64,4,1.8658331632614136,False,False,False,False
4,13,8,0.3197402358055115,0.14677175879478455,0.17296846210956573,0.08933006972074509,0.02047496847808361,0.34021520614624023,64,64,4,2.1698100566864014,False,False,False,False
4,14,8,0.3627132177352905,0.149504154920578,0.21320906281471252,0.17983105778694153,0.04121831804513931,0.40393152832984924,64,64,4,1.3928337097167969,False,False,False,False
4,15,8,0.3214494585990906,0.13809527456760406,0.1833541840314865,0.1231590285897255,0.028228759765625,0.3496782183647156,64,64,4,1.8504674434661865,False,False,False,False
4,16,8,0.3331027030944824,0.1387447714805603,0.1943579465150833,0.16556034982204437,0.037947386503219604,0.371050089597702,64,64,4,0.9218391180038452,False,False,False,False
4,17,8,0.3915703594684601,0.187566876411438,0.2040034830570221,0.131697416305542,0.03018580749630928,0.42175617814064026,64,64,4,1.309080719947815,False,False,False,False
4,18,9,0.3691364824771881,0.1787286400794983,0.19040784239768982,0.2010369896888733,0.04607883840799332,0.41521531343460083,70,72,4,1.3135881423950195,False,False,False,False
