epoch,batch,condition,batch_size,confirmed_margins,possible_margins,confirmation_rate,zero_confirmed
8,18,cross_variable_same,9,17,18,0.9444444444444444,False
8,18,cross_same_variable,9,18,18,1.0,False
8,18,cross_same_same,9,18,18,1.0,False
9,1,cross_variable_variable,8,16,16,1.0,False
9,1,cross_variable_same,8,16,16,1.0,False
9,1,cross_same_variable,8,16,16,1.0,False
9,1,cross_same_same,8,16,16,1.0,False
9,2,cross_variable_variable,8,16,16,1.0,False
9,2,cross_variable_same,8,16,16,1.0,False
9,2,cross_same_variable,8,16,16,1.0,False
9,2,cross_same_same,8,16,16,1.0,False
9,3,cross_variable_variable,8,16,16,1.0,False
9,3,cross_variable_same,8,16,16,1.0,False
9,3,cross_same_variable,8,16,16,1.0,False
9,3,cross_same_same,8,16,16,1.0,False
9,4,cross_variable_variable,8,16,16,1.0,False
9,4,cross_variable_same,8,16,16,1.0,False
9,4,cross_same_variable,8,16,16,1.0,False
9,4,cross_same_same,8,16,16,1.0,False
9,5,cross_variable_variable,8,16,16,1.0,False
9,5,cross_variable_same,8,16,16,1.0,False
9,5,cross_same_variable,8,16,16,1.0,False
9,5,cross_same_same,8,16,16,1.0,False
9,6,cross_variable_variable,8,16,16,1.0,False
9,6,cross_variable_same,8,16,16,1.0,False
9,6,cross_same_variable,8,16,16,1.0,False
9,6,cross_same_same,8,16,16,1.0,False
9,7,cross_variable_variable,8,16,16,1.0,False
9,7,cross_variable_same,8,16,16,1.0,False
9,7,cross_same_variable,8,16,16,1.0,False
9,7,cross_same_same,8,16,16,1.0,False
9,8,cross_variable_variable,8,16,16,1.0,False
9,8,cross_variable_same,8,16,16,1.0,False
9,8,cross_same_variable,8,16,16,1.0,False
9,8,cross_same_same,8,16,16,1.0,False
9,9,cross_variable_variable,8,16,16,1.0,False
9,9,cross_variable_same,8,16,16,1.0,False
9,9,cross_same_variable,8,16,16,1.0,False
9,9,cross_same_same,8,16,16,1.0,False
9,10,cross_variable_variable,8,16,16,1.0,False
9,10,cross_variable_same,8,16,16,1.0,False
9,10,cross_same_variable,8,16,16,1.0,False
9,10,cross_same_same,8,16,16,1.0,False
9,11,cross_variable_variable,8,16,16,1.0,False
9,11,cross_variable_same,8,16,16,1.0,False
9,11,cross_same_variable,8,16,16,1.0,False
9,11,cross_same_same,8,16,16,1.0,False
9,12,cross_variable_variable,8,16,16,1.0,False
9,12,cross_variable_same,8,15,16,0.9375,False
9,12,cross_same_variable,8,16,16,1.0,False
9,12,cross_same_same,8,16,16,1.0,False
9,13,cross_variable_variable,8,16,16,1.0,False
9,13,cross_variable_same,8,16,16,1.0,False
9,13,cross_same_variable,8,16,16,1.0,False
9,13,cross_same_same,8,16,16,1.0,False
9,14,cross_variable_variable,8,16,16,1.0,False
9,14,cross_variable_same,8,16,16,1.0,False
9,14,cross_same_variable,8,16,16,1.0,False
9,14,cross_same_same,8,16,16,1.0,False
9,15,cross_variable_variable,8,16,16,1.0,False
9,15,cross_variable_same,8,16,16,1.0,False
9,15,cross_same_variable,8,16,16,1.0,False
9,15,cross_same_same,8,16,16,1.0,False
9,16,cross_variable_variable,8,16,16,1.0,False
9,16,cross_variable_same,8,16,16,1.0,False
9,16,cross_same_variable,8,16,16,1.0,False
9,16,cross_same_same,8,16,16,1.0,False
9,17,cross_variable_variable,8,16,16,1.0,False
9,17,cross_variable_same,8,16,16,1.0,False
9,17,cross_same_variable,8,16,16,1.0,False
9,17,cross_same_same,8,16,16,1.0,False
9,18,cross_variable_variable,9,18,18,1.0,False
9,18,cross_variable_same,9,18,18,1.0,False
9,18,cross_same_variable,9,18,18,1.0,False
9,18,cross_same_same,9,18,18,1.0,False
10,1,cross_variable_variable,8,16,16,1.0,False
10,1,cross_variable_same,8,16,16,1.0,False
10,1,cross_same_variable,8,16,16,1.0,False
10,1,cross_same_same,8,16,16,1.0,False
10,2,cross_variable_variable,8,16,16,1.0,False
10,2,cross_variable_same,8,16,16,1.0,False
10,2,cross_same_variable,8,16,16,1.0,False
10,2,cross_same_same,8,16,16,1.0,False
10,3,cross_variable_variable,8,16,16,1.0,False
10,3,cross_variable_same,8,16,16,1.0,False
10,3,cross_same_variable,8,16,16,1.0,False
10,3,cross_same_same,8,16,16,1.0,False
10,4,cross_variable_variable,8,16,16,1.0,False
10,4,cross_variable_same,8,16,16,1.0,False
10,4,cross_same_variable,8,16,16,1.0,False
10,4,cross_same_same,8,16,16,1.0,False
10,5,cross_variable_variable,8,16,16,1.0,False
10,5,cross_variable_same,8,16,16,1.0,False
10,5,cross_same_variable,8,16,16,1.0,False
10,5,cross_same_same,8,16,16,1.0,False
10,6,cross_variable_variable,8,16,16,1.0,False
10,6,cross_variable_same,8,16,16,1.0,False
10,6,cross_same_variable,8,14,16,0.875,False
10,6,cross_same_same,8,16,16,1.0,False
10,7,cross_variable_variable,8,16,16,1.0,False
10,7,cross_variable_same,8,15,16,0.9375,False
10,7,cross_same_variable,8,16,16,1.0,False
10,7,cross_same_same,8,16,16,1.0,False
10,8,cross_variable_variable,8,16,16,1.0,False
10,8,cross_variable_same,8,16,16,1.0,False
10,8,cross_same_variable,8,16,16,1.0,False
10,8,cross_same_same,8,16,16,1.0,False
10,9,cross_variable_variable,8,16,16,1.0,False
10,9,cross_variable_same,8,16,16,1.0,False
10,9,cross_same_variable,8,16,16,1.0,False
10,9,cross_same_same,8,16,16,1.0,False
10,10,cross_variable_variable,8,16,16,1.0,False
10,10,cross_variable_same,8,16,16,1.0,False
10,10,cross_same_variable,8,16,16,1.0,False
10,10,cross_same_same,8,16,16,1.0,False
10,11,cross_variable_variable,8,16,16,1.0,False
10,11,cross_variable_same,8,16,16,1.0,False
10,11,cross_same_variable,8,16,16,1.0,False
10,11,cross_same_same,8,16,16,1.0,False
10,12,cross_variable_variable,8,16,16,1.0,False
10,12,cross_variable_same,8,16,16,1.0,False
10,12,cross_same_variable,8,16,16,1.0,False
10,12,cross_same_same,8,16,16,1.0,False
10,13,cross_variable_variable,8,16,16,1.0,False
10,13,cross_variable_same,8,16,16,1.0,False
10,13,cross_same_variable,8,16,16,1.0,False
10,13,cross_same_same,8,16,16,1.0,False
10,14,cross_variable_variable,8,16,16,1.0,False
10,14,cross_variable_same,8,16,16,1.0,False
10,14,cross_same_variable,8,16,16,1.0,False
10,14,cross_same_same,8,16,16,1.0,False
10,15,cross_variable_variable,8,16,16,1.0,False
10,15,cross_variable_same,8,16,16,1.0,False
10,15,cross_same_variable,8,16,16,1.0,False
10,15,cross_same_same,8,16,16,1.0,False
10,16,cross_variable_variable,8,16,16,1.0,False
10,16,cross_variable_same,8,16,16,1.0,False
10,16,cross_same_variable,8,16,16,1.0,False
10,16,cross_same_same,8,16,16,1.0,False
10,17,cross_variable_variable,8,16,16,1.0,False
10,17,cross_variable_same,8,16,16,1.0,False
10,17,cross_same_variable,8,16,16,1.0,False
10,17,cross_same_same,8,16,16,1.0,False
10,18,cross_variable_variable,9,18,18,1.0,False
10,18,cross_variable_same,9,18,18,1.0,False
10,18,cross_same_variable,9,18,18,1.0,False
10,18,cross_same_same,9,18,18,1.0,False
