trial,fixed_points,raw_direction_resultant_length,raw_uncentered_top1_energy_fraction,raw_uncentered_top5_cumulative_energy,raw_uncentered_rank_for_90_percent_energy,raw_uncentered_participation_ratio,raw_centered_top1_energy_fraction,raw_centered_top5_cumulative_energy,raw_centered_rank_for_90_percent_energy,raw_centered_participation_ratio,projected_direction_resultant_length,projected_uncentered_top1_energy_fraction,projected_uncentered_top5_cumulative_energy,projected_uncentered_rank_for_90_percent_energy,projected_uncentered_participation_ratio,projected_centered_top1_energy_fraction,projected_centered_top5_cumulative_energy,projected_centered_rank_for_90_percent_energy,projected_centered_participation_ratio
42,0,0.449038459476883,0.2671210299291811,0.5960987667845701,26,9.148424131281928,0.22301409068224498,0.5356134472241816,31,11.998994336478665,0.08744007625921407,0.37028665913766484,0.8006755330665625,10,5.046904761735897,0.37208246605534695,0.8036185390645841,10,5.003235757117843
43,0,0.4605640144502034,0.2557127031847691,0.5834387497886367,27,9.628137321172229,0.20245436724981047,0.5149085487531928,32,13.370437918656066,0.09544132606847291,0.33121707770548486,0.7937599592838098,11,5.511665768179198,0.3327937307985714,0.7971094843866382,11,5.463740394139704
44,0,0.4582213603209084,0.26511614964078994,0.5731122026482576,27,9.596420650377718,0.19060995289436822,0.5025395166190602,33,14.20826180439534,0.08926661269134706,0.30489821616212526,0.7893726444654704,11,5.657457147184376,0.306008385084124,0.792742592138721,11,5.610310758691465
45,0,0.4526155443520075,0.27626793709792014,0.5863372401650919,27,8.949424553667926,0.22923596589072925,0.5179503592562715,32,12.107578375517972,0.08767793528596005,0.3111925481951345,0.7948837209394551,11,5.645772071824719,0.31270961622193477,0.7985062076041165,11,5.597816646552767
46,0,0.4642363994219006,0.26725473924731874,0.5887155846727538,27,9.206484461735227,0.2163581629655032,0.5167650437610334,32,12.722457444808606,0.0963674180682478,0.3077115432904275,0.7732074318746088,12,5.940868752916812,0.3093964909131029,0.7770623575518019,12,5.8845828680100425
47,0,0.45709746485157143,0.2612604105886118,0.5909646891074661,27,9.303478701345808,0.22176987642826348,0.5204572591266767,31,12.414657048158555,0.09263531417137338,0.32435887432974414,0.7945604333340232,11,5.460673802581141,0.32626658366201455,0.7980494187114284,11,5.407766001982098
48,0,0.45044511569521467,0.26684550422083564,0.5925881163990984,26,9.132259451706295,0.2209523366725293,0.530878264039793,31,12.230572429618084,0.09089030959384033,0.347048947427435,0.7881648832019852,11,5.2824375170699005,0.3488020896953154,0.7920629901246184,11,5.234100541332731
49,0,0.45460544429275823,0.26206016782659614,0.5816331869684125,27,9.414610466324914,0.20956936147032612,0.5140967199985783,32,13.035116112677207,0.09126723652448704,0.3415880474690523,0.7840757482761438,11,5.27506393669437,0.3432276048858172,0.787599913470788,11,5.226062996942907
50,0,0.45802252717675973,0.26527798719924006,0.5951860700791416,27,9.059408678973027,0.22696092480544944,0.5319777728852494,31,11.955297153682734,0.08921019270872946,0.33469203698977673,0.7910962549352116,11,5.553138569974112,0.33629582088076176,0.7941594148656687,11,5.506096632413923
51,0,0.4551568653965607,0.26085799188085984,0.5864632638259675,27,9.407417676659339,0.2032000982305109,0.5238448703419826,32,13.124610211741532,0.09011787731008848,0.3212706382291954,0.7913467149776511,11,5.563724825078142,0.3226962263891074,0.7947698976210962,11,5.5172139918122465
52,0,0.45780293717973913,0.2644924712402022,0.5708116723944385,27,9.593038396309717,0.19489893107383655,0.49523881066286146,32,14.172272104538258,0.09295790577976445,0.3286745924304156,0.7866167544843591,12,5.659815051495506,0.3300126772668326,0.7897334320726475,12,5.6135252883802815
53,0,0.46517194719441557,0.2691246551363749,0.5820241455548537,27,9.189837406770978,0.21895080638704117,0.5086527225490471,32,12.708583922509925,0.10796772847336251,0.3125874715250575,0.7827733303722595,11,5.777900117822847,0.3141393141123655,0.7862664506619964,11,5.727851439688959
54,0,0.45200273104265376,0.2640461000349014,0.5906949970140097,26,9.28198494493427,0.22161200797449035,0.5279418755631006,31,12.234147553873978,0.08973408239491272,0.3456743519294642,0.793589331308153,11,5.306765854416801,0.34730811658433075,0.7967814060687672,11,5.260953909560876
55,0,0.4517173585459496,0.26588320057358594,0.5935711695339235,27,9.161695942602764,0.21526878713907302,0.5331870277478602,31,12.444403526328813,0.09577279478657524,0.3229376582635899,0.7925715227552451,11,5.381030770229826,0.32439556446666057,0.7959914050182681,11,5.335109848814357
56,0,0.4524131185850785,0.2647754543426837,0.5917226185554783,26,9.376295938877952,0.20426696963415536,0.5291675253228428,31,12.910205135259364,0.09749477371205574,0.2995211806830646,0.7918975469767335,11,5.649939880369258,0.30059840432978957,0.7956560336991942,11,5.601672051420892
57,0,0.4620649226568003,0.26148748516918163,0.5643153395653341,28,9.744756292274376,0.1823144529374162,0.4920700425133597,32,14.792531907935889,0.09430388022814411,0.2968623076221013,0.7805579158135038,12,5.977603991971523,0.2981882595481661,0.784212978910779,11,5.925769792420058
58,0,0.45324849356504565,0.274166958155054,0.5846927056498934,27,9.070768914484978,0.2228613332917836,0.5105653777123799,32,12.418509422382309,0.09333821644555473,0.30631645160207405,0.7864805458621522,11,5.679454798804557,0.30792141265682355,0.7897092773751021,11,5.629542542865813
59,0,0.45324780716241647,0.26918655296431604,0.5862703105709819,27,9.141951348016496,0.2266460961124186,0.5179798088743897,31,12.246030703340269,0.0868099693718961,0.33046775920584265,0.7884080721732718,11,5.614465117889293,0.33223216015860935,0.7917287414024283,11,5.565336329978773
60,0,0.4572758694077126,0.2564741974080344,0.5745050299175483,27,9.752450655634368,0.1962095737898463,0.5055968317067294,32,13.88759148919856,0.09764387550035519,0.2869574024390257,0.7685901138422764,11,6.285425802718038,0.2884831756231672,0.7722903894868766,11,6.233614041581082
61,0,0.45788321677390764,0.25850048510742407,0.5675980107638063,27,9.838658763673811,0.1785369477438825,0.5020147621930354,32,14.681378411346506,0.08937351590607513,0.30391585356725964,0.784626091850613,11,5.807937115800459,0.3047547432917308,0.7879312698139123,11,5.764887200627086
62,0,0.45727762561573976,0.26703239372529614,0.5746826784765605,27,9.479477657429344,0.19792794865972677,0.5083296561725064,32,13.722446626099634,0.09180683941975219,0.28882668408357126,0.7794391292551281,11,6.154226348385441,0.2900860825633895,0.7832977754052451,11,6.099822316679959
63,0,0.4558375378137245,0.2695136248985141,0.579054024809099,27,9.392914367229185,0.19444562646873095,0.5103863011967079,32,13.944417258732996,0.10816109461995241,0.3381899741337329,0.7904751672627748,11,5.359978992087665,0.339676322512711,0.7940700627194478,11,5.31564516372769
64,0,0.4622084287537909,0.2753451448017705,0.5858163388475377,28,9.050657893180995,0.2125982838762776,0.5061778387503769,33,13.063822758933096,0.09437856179633493,0.32893677632174667,0.7797761599069857,11,5.612257778752485,0.33057752412863456,0.7831488454940889,11,5.561725314817285
65,0,0.45421406618412263,0.2661573685602948,0.5783955834835021,27,9.457183302141607,0.19685648118879845,0.5158572833949251,31,13.546983834339672,0.09012449619962687,0.32302952780203387,0.7884418405280608,11,5.4669385937978605,0.3243168916170684,0.7915040762334044,11,5.419211007478766
66,0,0.46238936727962493,0.27206103323115716,0.5666147821844196,28,9.43607461184855,0.18279698992568152,0.4929472545672715,32,14.70486203181381,0.09687497154982147,0.30255743168464433,0.7777706256709309,11,5.84673865210317,0.3036972415348106,0.7812894528836632,11,5.796222570786348
67,0,0.4491896509269629,0.27524650434872777,0.6043536184202444,27,8.756567765933578,0.23562172341887114,0.5419402061914225,31,11.473935002336642,0.08929178594305855,0.33578846908492477,0.7937170919008313,11,5.353190325302006,0.3375005555152785,0.7967948085457782,11,5.306830868819733
