representation,writer_energy_fraction_along_script_direction,random_direction_energy_mean,random_direction_energy_q975,energy_standardized_difference,energy_empirical_upper_tail_fraction,writer_direction_std,script_projection_mean,script_projection_median,script_projection_positive_fraction,script_shift_to_writer_std_ratio
raw_dinov2s,0.05452933271817767,0.0025856148456102576,0.005470601723911859,46.43704425399083,0.0001999600079984003,0.052908319990020866,0.19641902169453035,0.19214497452712204,0.993103448275862,3.712441100597738
notebook27_projection,0.06986121118622315,0.006990559542123352,0.017667783179567416,14.85390135184541,0.0001999600079984003,0.17163644199774006,0.084178563633705,0.08256999078225102,0.7517241379310344,0.4904469158992085
