trial,fixed_points,raw_mean_alignment_to_fit_direction,raw_median_alignment_to_fit_direction,raw_positive_fraction_to_fit_direction,raw_resultant_length,projected_mean_alignment_to_fit_direction,projected_median_alignment_to_fit_direction,projected_positive_fraction_to_fit_direction,projected_resultant_length
135,0,0.43375010757211624,0.48275208230913613,0.9722222222222222,0.4488338530063629,0.02378992750748606,0.016346048107879076,0.5277777777777778,0.08821595460176468
136,0,0.4401612788953463,0.4455062039403717,1.0,0.4559623599052429,0.025358504496144522,0.070562924599473,0.5555555555555556,0.08367665857076645
137,0,0.43017800307170373,0.45444427414332456,0.9722222222222222,0.4469744861125946,0.02110046067316436,0.0052829681457023,0.5,0.10342832654714584
138,0,0.4550989059167809,0.49970026740706525,0.9722222222222222,0.4710038900375366,0.02544954081164264,0.01680205550645065,0.5555555555555556,0.09202080965042114
139,0,0.4324879297199406,0.42049769274612914,1.0,0.44879230856895447,0.024457929590118315,0.03800838554731201,0.5277777777777778,0.09618335962295532
140,0,0.44029762386609717,0.4557217946892982,0.9444444444444444,0.45717620849609375,0.019090399894253034,0.026772929736943354,0.5555555555555556,0.09420435130596161
141,0,0.4372575218737607,0.43244066239163736,0.9722222222222222,0.4528610408306122,0.02958212289515501,0.0509981089666231,0.5833333333333334,0.08836116641759872
142,0,0.42539511961678195,0.42959493664711457,0.9722222222222222,0.4416523873806,0.009756364748880416,-0.007465138859389788,0.4722222222222222,0.09888608753681183
143,0,0.4363550275548716,0.4924734271428493,1.0,0.45126864314079285,0.028706457957324245,0.007354485444900175,0.5277777777777778,0.08109860122203827
144,0,0.4343671363913217,0.40549865641908867,1.0,0.4513300359249115,0.010361887161376475,0.026992741669247613,0.5277777777777778,0.09045715630054474
145,0,0.431301202460335,0.4433206956967365,0.9444444444444444,0.4470786452293396,0.04038693642168578,0.017761330175936244,0.5277777777777778,0.08979730308055878
146,0,0.43164713737452576,0.46948685919061645,0.9722222222222222,0.4491967558860779,0.0266842401261026,0.07113133065213022,0.6388888888888888,0.11081241816282272
147,0,0.4387696073916121,0.4571957164818202,0.9722222222222222,0.4562423527240753,0.014989507097428491,-0.00851193234883233,0.5,0.09973005205392838
148,0,0.4361221865150885,0.4474250826007803,0.9722222222222222,0.45338940620422363,0.018030922239116107,0.03517585816399592,0.5555555555555556,0.0977650135755539
149,0,0.44233733014800464,0.43409777372908154,1.0,0.4573955833911896,0.028306910436325643,0.031445662143080866,0.5833333333333334,0.09101875871419907
150,0,0.4340131515198807,0.48003603363182873,1.0,0.45131129026412964,0.04132367594528389,0.059564981698785324,0.5555555555555556,0.10359858721494675
151,0,0.4416935607696995,0.45954406812354864,1.0,0.4601927399635315,0.019095413924922627,0.02879382817940735,0.5833333333333334,0.1010008230805397
152,0,0.4338247251875711,0.45548235181489316,0.9722222222222222,0.4509353041648865,0.009115289004833313,0.029760455592436758,0.5555555555555556,0.09330678731203079
153,0,0.43041141922243276,0.452537680988769,0.9722222222222222,0.44592976570129395,0.036689245598858805,0.010026713624519103,0.5833333333333334,0.08735688775777817
154,0,0.42573501521245993,0.45291306740913706,1.0,0.4432034194469452,0.01927445383310069,0.015824580788947447,0.5555555555555556,0.09402766078710556
155,0,0.4439634400075404,0.459109207432144,1.0,0.46001988649368286,0.02634399274476172,0.06931608491495372,0.5555555555555556,0.10686106234788895
156,0,0.4384364810654702,0.4452698428921843,1.0,0.4547409415245056,0.027159476848342367,0.04941981248163797,0.6111111111111112,0.09025321155786514
157,0,0.4429327123236739,0.4593504897751376,0.9444444444444444,0.45870670676231384,0.03880520486142944,0.053155505276312895,0.5833333333333334,0.10819554328918457
158,0,0.42415634575206895,0.44273443306226024,0.9722222222222222,0.4397295415401459,0.03597908752092687,0.04132534157248688,0.5833333333333334,0.09404852986335754
159,0,0.43184599570744386,0.453997339571648,0.9444444444444444,0.44699880480766296,0.027148658558224167,-0.01293110301789811,0.5,0.09048110246658325
160,0,0.43481430272065036,0.46673579933426457,1.0,0.4504585862159729,0.02345849505222258,-0.01500172478494553,0.4444444444444444,0.09926243871450424
161,0,0.43371860508205773,0.46570145358262705,0.9444444444444444,0.44965311884880066,0.029169568989542656,-0.007575394418767848,0.5,0.07925273478031158
162,0,0.4268325384501319,0.39401791672221254,1.0,0.4427090585231781,0.030048865170527912,0.05489640897449225,0.6388888888888888,0.09261210262775421
163,0,0.43460581978064794,0.424421406695063,1.0,0.44915562868118286,0.020181686019923404,0.0041412113672031035,0.5277777777777778,0.09249499440193176
164,0,0.4364849929372797,0.44557230311215956,1.0,0.4527621567249298,0.01606133792790358,0.00017562821910844498,0.5,0.11059025675058365
165,0,0.43581625435321214,0.4762695688789844,1.0,0.4522623121738434,0.03953619525001625,0.07218220453457078,0.6111111111111112,0.09787414968013763
