representation,matched_variable_fixed_mean,matched_variable_fixed_median,cross_writer_variable_fixed_mean,cross_writer_variable_fixed_median,cross_writer_variable_fixed_positive_fraction,matched_minus_cross_writer_mean,centroid_cross_writer_pairwise_mean,centroid_cross_writer_pairwise_median,centroid_cross_writer_pairwise_positive_fraction,centroid_direction_resultant_length,leave_one_out_alignment_mean,leave_one_out_alignment_median,leave_one_out_alignment_positive_fraction
raw_dinov2s,0.35349711775779724,0.3686622381210327,0.15752336382865906,0.16084912419319153,0.8179597701149425,0.19597375392913818,0.276913046836853,0.281192421913147,0.9314176245210728,0.530942440032959,0.5217901856477918,0.5304305553436279,0.993103448275862
notebook27_projection,0.34990066289901733,0.38456040620803833,0.0043101380579173565,0.003484811168164015,0.5050287356321839,0.3455905318260193,0.015520114451646805,0.014826720580458641,0.5211685823754789,0.14936409890651703,0.10539742033800174,0.11007445305585861,0.6620689655172414
