model,overall_auc,eer,within_script_macro_auc,cross_script_macro_auc
dinov2_vitl14_reg_frozen,0.5798756055452483,0.4553571428571429,0.7390538033395178,0.5862150684137292
dinov2_vitl14_reg_writer_lda,0.8274522972067615,0.25297619047619047,0.8989477040816327,0.7915077110389611
