model,overall_auc,eer,within_script_macro_auc,cross_script_macro_auc
dinov2_vitg14_reg_frozen,0.5828865021387344,0.450487012987013,0.7315514842300557,0.5898263566790353
dinov2_vitg14_reg_writer_lda,0.8656665507111936,0.2142857142857143,0.9419990723562152,0.82777133580705
