model,overall_auc,eer,within_script_macro_auc,cross_script_macro_auc
vit_h_14_swag_e2e_frozen,0.5731711245104101,0.45524891774891774,0.7235505565862708,0.5913975533395176
vit_h_14_swag_e2e_writer_lda,0.6879805710162853,0.36904761904761907,0.8014030612244898,0.6294077574211503
