split_index,fold,decision,pairs,error_rate,score_auc,script_auc,script_auc_gain,score_aurc,script_aurc,script_aurc_improvement
0,A_to_B,predicted_same,1014,0.9270216962524654,0.628220241518114,0.6273145485911442,-0.0009056929269697367,0.8957350446950211,0.8944861246498048,0.0012489200452162619
0,A_to_B,predicted_different,2122,0.017907634307257305,0.6014243863016466,0.6104657036064249,0.009041317304778307,0.01064777189105929,0.01048015849748517,0.00016761339357411996
0,B_to_A,predicted_same,1044,0.9233716475095786,0.6089989626556016,0.6092842323651453,0.0002852697095436785,0.8814735337244518,0.8798880709855663,0.0015854627388854903
0,B_to_A,predicted_different,2092,0.015296367112810707,0.7606644417475728,0.7444174757281554,-0.01624696601941733,0.00534178964063685,0.005544645694204656,-0.00020285605356780596
1,A_to_B,predicted_same,1142,0.9273204903677759,0.6274048033493749,0.6170290226060047,-0.0103757807433702,0.8938659742088153,0.8940447521791489,-0.0001787779703336101
1,A_to_B,predicted_different,1994,0.014543630892678034,0.7408967272089146,0.7274194963586909,-0.013477230850223787,0.005372352673573765,0.0055895154248305,-0.00021716275125673555
1,B_to_A,predicted_same,920,0.925,0.6452085355677039,0.6442207803266404,-0.000987755241063426,0.8794103937751045,0.8798910354134732,-0.0004806416383686951
1,B_to_A,predicted_different,2216,0.0194043321299639,0.6346493434219116,0.646111366774045,0.011462023352133421,0.010724008995160341,0.010492726547574178,0.00023128244758616363
2,A_to_B,predicted_same,840,0.9238095238095239,0.6570856153350515,0.6550016108247423,-0.002084004510309212,0.8804770056836226,0.8801500834099807,0.0003269222736419497
2,A_to_B,predicted_different,2296,0.020905923344947737,0.677027728351127,0.6797523724792409,0.0027246441281139067,0.010048355605643981,0.009975500523412993,7.285508223098779e-05
2,B_to_A,predicted_same,1222,0.9304418985270049,0.6269439702002173,0.6265404314760205,-0.0004035387241968502,0.8921652498959314,0.8917330571841903,0.0004321927117411084
2,B_to_A,predicted_different,1914,0.014106583072100314,0.704390665174979,0.6874914129816091,-0.01689925219336985,0.005938212318069992,0.0062463198020087166,-0.00030810748393872434
3,A_to_B,predicted_same,966,0.9213250517598344,0.6747930218805441,0.6727675931401538,-0.002025428740390356,0.8598623315809453,0.859617420504933,0.00024491107601232187
3,A_to_B,predicted_different,2170,0.016589861751152075,0.6960845569092992,0.6630870561282931,-0.03299750078100605,0.006834922769682983,0.009389029249406,-0.002554106479723016
3,B_to_A,predicted_same,1137,0.9322779243623571,0.562533692722372,0.5627542269051702,0.00022053418279821546,0.9103636167681881,0.9097437113626535,0.0006199054055345821
3,B_to_A,predicted_different,1999,0.017508754377188594,0.6596741344195519,0.6664533022985162,0.006779167878964265,0.009456757388694278,0.009247370293241127,0.0002093870954531507
4,A_to_B,predicted_same,1045,0.9244019138755981,0.5642084021280499,0.5580103257593626,-0.0061980763686873,0.9049715472961842,0.903979097484019,0.0009924498121652858
4,A_to_B,predicted_different,2091,0.015781922525107604,0.6405748446564773,0.6453603086256148,0.004785463969137482,0.00838959717527866,0.008365506541357443,2.4090633921216784e-05
4,B_to_A,predicted_same,1042,0.9289827255278311,0.6989683381728836,0.6991568014295286,0.00018846325664501062,0.8707570086327303,0.8705799918707118,0.00017701676201853367
4,B_to_A,predicted_different,2094,0.018147086914995225,0.7188331968052426,0.7254121441736637,0.006578947368421129,0.007320336576012831,0.007144944242442871,0.00017539233356996062
5,A_to_B,predicted_same,1053,0.929724596391263,0.6243822985396019,0.6240372139248543,-0.0003450846147475817,0.9017079027175634,0.9003539712247559,0.001353931492807492
5,A_to_B,predicted_different,2083,0.018242918867018725,0.6679835285034101,0.6771586668382448,0.009175138334834632,0.009012170086859972,0.008730992474530545,0.00028117761232942726
5,B_to_A,predicted_same,1003,0.922233300099701,0.6359112959112958,0.6342896742896743,-0.001621621621621494,0.87034221513199,0.8708159934189097,-0.000473778286919746
5,B_to_A,predicted_different,2133,0.015939990623534926,0.6932152565647508,0.6854104195275061,-0.007804837037244661,0.007164607867079726,0.0077687460005018815,-0.0006041381334221559
6,A_to_B,predicted_same,1042,0.9318618042226487,0.5736499325510218,0.5744622213196791,0.0008122887686572433,0.9044756005733957,0.903181208090722,0.0012943924826737119
6,A_to_B,predicted_different,2094,0.019579751671442217,0.6329820726361185,0.6386727335368824,0.0056906609007638664,0.011313543132354102,0.011176565179399162,0.00013697795295494058
6,B_to_A,predicted_same,1068,0.9250936329588015,0.6691548582995952,0.6667763157894737,-0.002378542510121484,0.876976155279656,0.8759857422228922,0.0009904130567638392
6,B_to_A,predicted_different,2068,0.015473887814313346,0.7167546660117878,0.7215741650294696,0.00481949901768175,0.006036703148552022,0.006105862178655694,-6.915903010367135e-05
7,A_to_B,predicted_same,880,0.9238636363636363,0.6342457454425291,0.6128765765269593,-0.021369168915569836,0.8805845198227372,0.8850036578585182,-0.004419138035780978
7,A_to_B,predicted_different,2256,0.0199468085106383,0.7440775918387859,0.6895924418312477,-0.054485150007538174,0.0070692102762595676,0.010355599038286482,-0.003286388762026914
7,B_to_A,predicted_same,1224,0.9321895424836601,0.6334962989556825,0.6287234828886097,-0.004772816067072805,0.8959710094282647,0.8977238399259408,-0.001752830497676161
7,B_to_A,predicted_different,1912,0.015167364016736401,0.5968282454630359,0.6003259655355541,0.00349772007251814,0.009245188114586791,0.009174901672026557,7.028644256023425e-05
8,A_to_B,predicted_same,1259,0.926131850675139,0.6093712536195799,0.6087349453143732,-0.0006363083052066676,0.8894736406561116,0.8901676150862945,-0.0006939744301829309
8,A_to_B,predicted_different,1877,0.010122535961640916,0.7051725114724378,0.714378788737182,0.009206277264744211,0.004111007177920728,0.004068292772555214,4.271440536551471e-05
8,B_to_A,predicted_same,877,0.927023945267959,0.6375499692496924,0.6304581795817958,-0.007091789667896586,0.8890904143628721,0.8867636046884957,0.0023268096743763733
8,B_to_A,predicted_different,2259,0.021248339973439574,0.649536408864767,0.6511005578169757,0.0015641489522086882,0.011216592511970155,0.0111752735830702,4.1318928899955476e-05
9,A_to_B,predicted_same,830,0.9156626506024096,0.627142857142857,0.6238345864661654,-0.0033082706766915937,0.8676812432028684,0.8683869723650592,-0.0007057291621908046
9,A_to_B,predicted_different,2306,0.01821335646140503,0.7168202086488306,0.7110360928823827,-0.005784115766447884,0.007320016258875377,0.00750928800264437,-0.00018927174376899298
9,B_to_A,predicted_same,1335,0.9400749063670412,0.6473904382470119,0.6474800796812749,8.964143426293258e-05,0.9081821077319395,0.9083523313872006,-0.0001702236552610925
9,B_to_A,predicted_different,1801,0.01776790671848973,0.6851681741096665,0.6889662238552855,0.0037980497456190365,0.008620603700167187,0.008556596735232569,6.400696493461845e-05
10,A_to_B,predicted_same,838,0.9164677804295943,0.6218563988095238,0.6229724702380952,0.0011160714285713969,0.8789826560374777,0.8766314428277535,0.002351213209724201
10,A_to_B,predicted_different,2298,0.018276762402088774,0.675056990881459,0.6928297028031071,0.017772711921648088,0.008724837837738652,0.008462738118408076,0.000262099719330576
10,B_to_A,predicted_same,1243,0.9348350764279968,0.6276003484838826,0.6269203799324281,-0.0006799685514544684,0.9031017157807396,0.9025166230173629,0.0005850927633767045
10,B_to_A,predicted_different,1893,0.016376122556788168,0.708412736911403,0.7044107965766953,-0.004001940334707799,0.007024977843344536,0.007028457115823979,-3.479272479443331e-06
11,A_to_B,predicted_same,964,0.9201244813278008,0.6166122490812457,0.6193648516083691,0.0027526025271233934,0.8789065093790195,0.8777418118489334,0.0011646975300860785
11,A_to_B,predicted_different,2172,0.016114180478821363,0.7038171000735343,0.6916237716424894,-0.012193328431044814,0.006941845423076184,0.007395677558632351,-0.00045383213555616735
11,B_to_A,predicted_same,1155,0.9324675324675324,0.6242768373687594,0.6199676213603791,-0.004309216008380301,0.9023813264861551,0.9002443393331506,0.002136987153004477
11,B_to_A,predicted_different,1981,0.017163048965169108,0.649883682286474,0.6547176651862594,0.004833982899785427,0.008831397853314427,0.008749902338610055,8.149551470437201e-05
12,A_to_B,predicted_same,1120,0.9267857142857143,0.6088338267775741,0.6068189294609709,-0.0020148973166032036,0.8969270463485453,0.896275159036045,0.00065188731250021
12,A_to_B,predicted_different,2016,0.01488095238095238,0.6917421953675731,0.6862873447465593,-0.005454850621013807,0.00695521554470621,0.006971281582910507,-1.606603820429771e-05
12,B_to_A,predicted_same,930,0.9268817204301075,0.6497543332878396,0.6517844957008325,0.0020301624129929197,0.8774077759172475,0.8759153952441355,0.0014923806731119704
12,B_to_A,predicted_different,2206,0.019945602901178604,0.6722100748465225,0.6891556639475234,0.016945589101000857,0.009489786533765403,0.009181580133363468,0.00030820640040193567
13,A_to_B,predicted_same,1143,0.9291338582677166,0.6585757131896491,0.657529469205552,-0.0010462439840971394,0.8824171425747753,0.883524089842792,-0.0011069472680166337
13,A_to_B,predicted_different,1993,0.015554440541896638,0.6786360198612345,0.6827628160862845,0.004126796225050078,0.007148557375952733,0.007175249035482569,-2.669165952983582e-05
13,B_to_A,predicted_same,924,0.9253246753246753,0.5765658106619205,0.5726926010678871,-0.0038732095940333666,0.9064316661267647,0.905004990118309,0.0014266760084556962
13,B_to_A,predicted_different,2212,0.019439421338155516,0.6977601938520591,0.7073884653736048,0.009628271521545662,0.008788272960240581,0.008466171484852503,0.00032210147538807785
14,A_to_B,predicted_same,1110,0.9261261261261261,0.6354275410458385,0.6284995729334726,-0.0069279681123659564,0.8812470869148363,0.8807540872289867,0.0004929996858495933
14,A_to_B,predicted_different,2026,0.014807502467917079,0.6934535738142953,0.6997828991315965,0.006329325317301238,0.0068164530607356735,0.006629446578954859,0.00018700648178081487
14,B_to_A,predicted_same,972,0.9259259259259259,0.5838425925925925,0.5852623456790123,0.0014197530864197283,0.9045398452130196,0.9041446739839438,0.0003951712290757303
14,B_to_A,predicted_different,2164,0.018484288354898338,0.6458921845574388,0.6618879472693032,0.015995762711864425,0.009529507969461266,0.009425192237388058,0.00010431573207320827
15,A_to_B,predicted_same,1328,0.9337349397590361,0.650833944281525,0.6510538856304986,0.00021994134897362905,0.896680090092491,0.8967123885799029,-3.229848741193031e-05
