split_index,fold,decision,pairs,error_rate,score_auc,script_auc,script_auc_gain,score_aurc,script_aurc,script_aurc_improvement
15,A_to_B,predicted_different,1808,0.01327433628318584,0.6453895739910314,0.6577447683109118,0.012355194319880414,0.006898574982570361,0.006690580273681565,0.00020799470888879616
15,B_to_A,predicted_same,748,0.9184491978609626,0.5518171188584247,0.5442766124991052,-0.0075405063593194654,0.8852168067203069,0.885533086955906,-0.0003162802355991534
15,B_to_A,predicted_different,2388,0.02135678391959799,0.6931292842340188,0.6842189164925704,-0.008910367741448377,0.009820868275579134,0.010558550737063105,-0.0007376824614839708
16,A_to_B,predicted_same,1185,0.9291139240506329,0.607986246269625,0.5893776220751697,-0.018608624194455303,0.8929933636848275,0.9000349148127516,-0.0070415511279240395
16,A_to_B,predicted_different,1951,0.014351614556637622,0.7151214620013372,0.6893804323601516,-0.02574102964118563,0.005547168106708993,0.005979470156506702,-0.0004323020497977092
16,B_to_A,predicted_same,927,0.9255663430420712,0.6223776223776223,0.602969494273842,-0.01940812810378023,0.8897553290768846,0.8929477334939122,-0.0031924044170276167
16,B_to_A,predicted_different,2209,0.019465821638750568,0.6507225836930146,0.6308488479460586,-0.019873735746956056,0.010344333756832162,0.011062110929285902,-0.0007177771724537398
17,A_to_B,predicted_same,1131,0.9239610963748894,0.6428952932012908,0.6405252030711027,-0.002370090130188074,0.8822142143178133,0.8820559316648202,0.00015828265299311362
17,A_to_B,predicted_different,2005,0.012967581047381545,0.7323434524040892,0.6681501924048665,-0.06419325999922265,0.0049341576375782695,0.006609066861260396,-0.0016749092236821262
17,B_to_A,predicted_same,954,0.9329140461215933,0.6340238764044943,0.6343047752808989,0.00028089887640458944,0.8985495277663093,0.898445413154737,0.00010411461157222579
17,B_to_A,predicted_different,2182,0.021998166819431713,0.6592471102780381,0.6573824586066854,-0.001864651671352635,0.011154308803442023,0.011206504896085833,-5.219609264381017e-05
18,A_to_B,predicted_same,1089,0.9274563820018366,0.6367965910515102,0.6322722145632285,-0.004524376488281745,0.8829500637712916,0.8811968401051586,0.0017532236661329526
18,A_to_B,predicted_different,2047,0.01612115290669272,0.6769131232884956,0.6753934579158016,-0.0015196653726939902,0.007643143139591595,0.007587325163584647,5.581797600694768e-05
18,B_to_A,predicted_same,976,0.9252049180327869,0.6214596702013077,0.6220209651238642,0.0005612949225565211,0.8944709499897083,0.8922474915865559,0.002223458403152412
18,B_to_A,predicted_different,2160,0.018055555555555554,0.6842684268426843,0.6967202214726966,0.012451794630012336,0.0083530936983155,0.008138062937169881,0.0002150307611456185
19,A_to_B,predicted_same,1009,0.9266600594648167,0.6019005636652695,0.599898829310594,-0.002001734354675433,0.8974364684368362,0.897796146103042,-0.00035967766620581543
19,A_to_B,predicted_different,2127,0.017865538316878232,0.6882416668766219,0.6903076264140485,0.0020659595374266093,0.008834952367092216,0.008748378577601168,8.657378949104844e-05
19,B_to_A,predicted_same,1039,0.9249278152069298,0.6440139811627844,0.6425464927025801,-0.0014674884602042804,0.8760625778590189,0.8771650155233065,-0.0011024376642876366
19,B_to_A,predicted_different,2097,0.016213638531235097,0.6741324741239201,0.6850531778392404,0.010920703715320279,0.007285883839019989,0.007107354636166728,0.00017852920285326042
