training_seed,control_cross_reliance,batch_cross_reliance,absolute_reliance_reduction,relative_reliance_reduction,control_intervention_auc_change,batch_intervention_auc_change
123,0.04959455301709955,0.008887318805299586,0.04070723421179996,0.8208005060105016,0.013647234461966695,-0.0011751362476810634
2026,0.03301142653858106,0.012144320890557935,0.020867105648023125,0.632117658521523,0.010040656887755128,-0.0010401568297774277
