condition,local_auc,local_eer,raw_global_auc,raw_global_eer,projected_global_auc,projected_global_eer,local_minus_raw_auc,local_minus_projected_auc,local_projected_corr_all,local_projected_corr_genuine,local_projected_corr_impostor
variable_variable,0.6776190712115207,0.3872126436781609,0.6631217796274276,0.385823754789272,0.927439556084027,0.1588362068965517,0.014497291584093075,-0.2498204848725063,0.3173358560539999,-0.012147433645594,0.31608628061047755
variable_same,0.628189324877791,0.4204501915708812,0.5861086339014401,0.43235153256704983,0.9057861012022723,0.17471264367816092,0.04208069097635092,-0.2775967763244813,0.2996191295413211,0.09437147660453739,0.2986648281997711
same_variable,0.6381298718456864,0.42227011494252875,0.6857476218787159,0.3725574712643678,0.9175330294622804,0.1588362068965517,-0.04761775003302948,-0.27940315761659407,0.3212634543219428,0.061664049612371145,0.32045602349277474
same_same,0.6666977143612103,0.38706896551724135,0.6997355991544457,0.3523227969348659,0.9134829567974634,0.18194444444444446,-0.03303788479323544,-0.2467852424362531,0.3603492083249974,0.18073010713554474,0.3589054219955379
