experiment_split,roc_auc_classification,eer_percent_classification,roc_auc_metric,eer_percent_metric,auc_improvement,eer_change_points
validation,0.6748499020820451,36.672077922077925,0.7386482812822097,32.69480519480519,0.06379837920016462,-3.9772727272727337
official_test,0.7068260046969941,35.153516425496875,0.7582569952163767,31.519861830742656,0.0514309905193826,-3.633654594754219
